original_line,processed
İçinin güzelliğini açar dertli toprak,"[{'input': 'İçinin', 'root': 'iç', 'type': 'Noun'}, {'input': 'İçinin', 'root': 'iç', 'type': 'Noun'}, {'input': 'İçinin', 'root': 'iç', 'type': 'Adjective'}, {'input': 'İçinin', 'root': 'iç', 'type': 'Adjective'}, {'input': 'güzelliğini', 'root': 'güzel', 'type': 'Adjective'}, {'input': 'güzelliğini', 'root': 'güzel', 'type': 'Adjective'}, {'input': 'güzelliğini', 'root': 'güzel', 'type': 'Noun'}, {'input': 'güzelliğini', 'root': 'güzel', 'type': 'Noun'}, {'input': 'açar', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açar', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açar', 'root': 'açar', 'type': 'Noun'}, {'input': 'dertli', 'root': 'dert', 'type': 'Noun'}, {'input': 'toprak', 'root': 'toprak', 'type': 'Adjective'}, {'input': 'toprak', 'root': 'toprak', 'type': 'Noun'}, {'input': 'toprak', 'root': 'Toprak', 'type': 'Noun'}]"
Aşkın resmidir rengarenk yaprak...,"[{'input': 'Aşkın', 'root': 'aşkın', 'type': 'PostPositive'}, {'input': 'Aşkın', 'root': 'aşkın', 'type': 'Adjective'}, {'input': 'Aşkın', 'root': 'aşk', 'type': 'Noun'}, {'input': 'Aşkın', 'root': 'aşk', 'type': 'Noun'}, {'input': 'Aşkın', 'root': 'Aşkın', 'type': 'Noun'}, {'input': 'resmidir', 'root': 'resmî', 'type': 'Adjective'}, {'input': 'resmidir', 'root': 'resim', 'type': 'Noun'}, {'input': 'resmidir', 'root': 'Resmi', 'type': 'Noun'}, {'input': 'rengarenk', 'root': 'rengârenk', 'type': 'Adjective'}, {'input': 'yaprak', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'yaprak', 'root': 'yaprak', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
bunaldık uzun kışlardan,"[{'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'uzun', 'root': 'uzun', 'type': 'Adjective'}, {'input': 'uzun', 'root': 'uzun', 'type': 'Adverb'}, {'input': 'uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'kışlardan', 'root': 'kış', 'type': 'Noun'}]"
Çocuklar uçurtmalar yanık gönüllere,"[{'input': 'Çocuklar', 'root': 'Çocuk', 'type': 'Noun'}, {'input': 'Çocuklar', 'root': 'çocuk', 'type': 'Noun'}, {'input': 'Çocuklar', 'root': 'çocuk', 'type': 'Adjective'}, {'input': 'Çocuklar', 'root': 'çocuk', 'type': 'Adjective'}, {'input': 'Çocuklar', 'root': 'Çocuk', 'type': 'Noun'}, {'input': 'Çocuklar', 'root': 'çocuk', 'type': 'Noun'}, {'input': 'uçurtmalar', 'root': 'uçurtmak', 'type': 'Verb'}, {'input': 'uçurtmalar', 'root': 'uçurmak', 'type': 'Verb'}, {'input': 'yanık', 'root': 'yanık', 'type': 'Adjective'}, {'input': 'yanık', 'root': 'Yanık', 'type': 'Noun'}, {'input': 'yanık', 'root': 'yanık', 'type': 'Noun'}, {'input': 'gönüllere', 'root': 'Gönül', 'type': 'Noun'}, {'input': 'gönüllere', 'root': 'gönül', 'type': 'Noun'}]"
Aşkı resmederler çiçek çiçek,"[{'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'resmederler', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}]"
Göçmen kuşlar yaslı yollara,"[{'input': 'Göçmen', 'root': 'göçmen', 'type': 'Adjective'}, {'input': 'Göçmen', 'root': 'göçmek', 'type': 'Verb'}, {'input': 'kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuşlar', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'yaslı', 'root': 'yas', 'type': 'Noun'}, {'input': 'yollara', 'root': 'yol', 'type': 'Noun'}]"
Yuvalarda yavrular nazlı dallara,"[{'input': 'Yuvalarda', 'root': 'yuva', 'type': 'Noun'}, {'input': 'yavrular', 'root': 'yavrulamak', 'type': 'Verb'}, {'input': 'yavrular', 'root': 'yavrulamak', 'type': 'Verb'}, {'input': 'yavrular', 'root': 'yavru', 'type': 'Noun'}, {'input': 'yavrular', 'root': 'yavru', 'type': 'Noun'}, {'input': 'nazlı', 'root': 'Naz', 'type': 'Noun'}, {'input': 'nazlı', 'root': 'naz', 'type': 'Noun'}, {'input': 'dallara', 'root': 'dal', 'type': 'Noun'}, {'input': 'dallara', 'root': 'dal', 'type': 'Adjective'}]"
Orman yeşiline aşkı resmeder,"[{'input': 'Orman', 'root': 'orman', 'type': 'Noun'}, {'input': 'yeşiline', 'root': 'yeşil', 'type': 'Noun'}, {'input': 'yeşiline', 'root': 'yeşil', 'type': 'Noun'}, {'input': 'yeşiline', 'root': 'yeşil', 'type': 'Adjective'}, {'input': 'yeşiline', 'root': 'yeşil', 'type': 'Adjective'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}]"
bunaldık uzun kışlardan,"[{'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'uzun', 'root': 'uzun', 'type': 'Adjective'}, {'input': 'uzun', 'root': 'uzun', 'type': 'Adverb'}, {'input': 'uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'kışlardan', 'root': 'kış', 'type': 'Noun'}]"
Irmaklar berrak,"[{'input': 'Irmaklar', 'root': 'Irmak', 'type': 'Noun'}, {'input': 'Irmaklar', 'root': 'ırmak', 'type': 'Noun'}, {'input': 'Irmaklar', 'root': 'Irmak', 'type': 'Noun'}, {'input': 'Irmaklar', 'root': 'ırmak', 'type': 'Noun'}, {'input': 'berrak', 'root': 'berrak', 'type': 'Adjective'}, {'input': 'berrak', 'root': 'Berrak', 'type': 'Noun'}]"
Gölgeler serin,"[{'input': 'Gölgeler', 'root': 'gölgelemek', 'type': 'Verb'}, {'input': 'Gölgeler', 'root': 'gölgelemek', 'type': 'Verb'}, {'input': 'Gölgeler', 'root': 'gölge', 'type': 'Noun'}, {'input': 'Gölgeler', 'root': 'gölge', 'type': 'Noun'}, {'input': 'serin', 'root': 'serin', 'type': 'Adjective'}, {'input': 'serin', 'root': 'sermek', 'type': 'Verb'}, {'input': 'serin', 'root': 'ser', 'type': 'Noun'}, {'input': 'serin', 'root': 'ser', 'type': 'Noun'}, {'input': 'serin', 'root': 'Seri', 'type': 'Noun'}, {'input': 'serin', 'root': 'seri', 'type': 'Noun'}, {'input': 'serin', 'root': 'seri', 'type': 'Adjective'}]"
Denizler mavi mavidir,"[{'input': 'Denizler', 'root': 'deniz', 'type': 'Noun'}, {'input': 'Denizler', 'root': 'de', 'type': 'Noun'}, {'input': 'Denizler', 'root': 'deniz', 'type': 'Noun'}, {'input': 'mavi', 'root': 'mavi', 'type': 'Adjective'}, {'input': 'mavi', 'root': 'mavi', 'type': 'Noun'}, {'input': 'mavidir', 'root': 'mavi', 'type': 'Adjective'}, {'input': 'mavidir', 'root': 'mavi', 'type': 'Noun'}]"
Denizin mavisine aşk resmediliyor diye...,"[{'input': 'Denizin', 'root': 'de', 'type': 'Noun'}, {'input': 'Denizin', 'root': 'deniz', 'type': 'Noun'}, {'input': 'Denizin', 'root': 'deniz', 'type': 'Noun'}, {'input': 'mavisine', 'root': 'mavi', 'type': 'Noun'}, {'input': 'mavisine', 'root': 'Mavis', 'type': 'Noun'}, {'input': 'mavisine', 'root': 'Mavis', 'type': 'Noun'}, {'input': 'mavisine', 'root': 'mavi', 'type': 'Adjective'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'resmediliyor', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'diye', 'root': 'diye', 'type': 'PostPositive'}, {'input': 'diye', 'root': 'demek', 'type': 'Verb'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
bunaldık uzun kışlardan,"[{'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'bunaldık', 'root': 'bunalmak', 'type': 'Verb'}, {'input': 'uzun', 'root': 'uzun', 'type': 'Adjective'}, {'input': 'uzun', 'root': 'uzun', 'type': 'Adverb'}, {'input': 'uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'kışlardan', 'root': 'kış', 'type': 'Noun'}]"
Salıncaklar kurulu çiçekli ağaçlar,"[{'input': 'Salıncaklar', 'root': 'salıncak', 'type': 'Noun'}, {'input': 'Salıncaklar', 'root': 'salıncak', 'type': 'Noun'}, {'input': 'kurulu', 'root': 'kurul', 'type': 'Noun'}, {'input': 'kurulu', 'root': 'kurul', 'type': 'Noun'}, {'input': 'kurulu', 'root': 'Kurulu', 'type': 'Noun'}, {'input': 'kurulu', 'root': 'kuru', 'type': 'Noun'}, {'input': 'kurulu', 'root': 'kuru', 'type': 'Adjective'}, {'input': 'çiçekli', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçekli', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'ağaçlar', 'root': 'ağaçlamak', 'type': 'Verb'}, {'input': 'ağaçlar', 'root': 'ağaçlamak', 'type': 'Verb'}, {'input': 'ağaçlar', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağaçlar', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağaçlar', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağaçlar', 'root': 'ağaç', 'type': 'Noun'}]"
Salıncaklara aşk resmedilecek,"[{'input': 'Salıncaklara', 'root': 'salıncak', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'resmedilecek', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'resmedilecek', 'root': 'resmetmek', 'type': 'Verb'}]"
"İnsanı aşkı resmeder suya,havaya kibar bahar...","[{'input': 'İnsanı', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'İnsanı', 'root': 'insan', 'type': 'Noun'}, {'input': 'İnsanı', 'root': 'insan', 'type': 'Noun'}, {'input': 'İnsanı', 'root': 'insan', 'type': 'Adjective'}, {'input': 'İnsanı', 'root': 'insan', 'type': 'Adjective'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'suya', 'root': 'su', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'havaya', 'root': 'hava', 'type': 'Noun'}, {'input': 'havaya', 'root': 'hava', 'type': 'Adjective'}, {'input': 'kibar', 'root': 'kibar', 'type': 'Adjective'}, {'input': 'kibar', 'root': 'kibar', 'type': 'Noun'}, {'input': 'bahar', 'root': 'bahar', 'type': 'Adverb'}, {'input': 'bahar', 'root': 'bahar', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
Aşkı resmeder çiçek çiçek çiçek,"[{'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}]"
Yeşil ateş düşmüş içime ormandan,"[{'input': 'Yeşil', 'root': 'yeşil', 'type': 'Adjective'}, {'input': 'Yeşil', 'root': 'yeşil', 'type': 'Noun'}, {'input': 'ateş', 'root': 'ateş', 'type': 'Noun'}, {'input': 'düşmüş', 'root': 'düşmek', 'type': 'Verb'}, {'input': 'düşmüş', 'root': 'düşmek', 'type': 'Verb'}, {'input': 'düşmüş', 'root': 'düş', 'type': 'Noun'}, {'input': 'içime', 'root': 'iç', 'type': 'Noun'}, {'input': 'içime', 'root': 'içim', 'type': 'Noun'}, {'input': 'içime', 'root': 'iç', 'type': 'Adjective'}, {'input': 'içime', 'root': 'içim', 'type': 'Adjective'}, {'input': 'ormandan', 'root': 'orman', 'type': 'Noun'}]"
Mavi ateş düşürmüş deniz,"[{'input': 'Mavi', 'root': 'mavi', 'type': 'Adjective'}, {'input': 'Mavi', 'root': 'mavi', 'type': 'Noun'}, {'input': 'ateş', 'root': 'ateş', 'type': 'Noun'}, {'input': 'düşürmüş', 'root': 'düşürmek', 'type': 'Verb'}, {'input': 'düşürmüş', 'root': 'düşürmek', 'type': 'Verb'}, {'input': 'deniz', 'root': 'de', 'type': 'Noun'}, {'input': 'deniz', 'root': 'deniz', 'type': 'Noun'}, {'input': 'deniz', 'root': 'de', 'type': 'Noun'}]"
Yaylalarda topal serinlik,"[{'input': 'Yaylalarda', 'root': 'yayla', 'type': 'Noun'}, {'input': 'topal', 'root': 'topal', 'type': 'Adjective'}, {'input': 'serinlik', 'root': 'serin', 'type': 'Adjective'}]"
Sevgilerde şaşkın derinlik...,"[{'input': 'Sevgilerde', 'root': 'sevgi', 'type': 'Noun'}, {'input': 'şaşkın', 'root': 'şaşkın', 'type': 'Adjective'}, {'input': 'derinlik', 'root': 'derinlik', 'type': 'Noun'}, {'input': 'derinlik', 'root': 'derin', 'type': 'Adjective'}, {'input': 'derinlik', 'root': 'derin', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
Aşkı resmeder çiçek çiçek uçurtmalar,"[{'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'resmeder', 'root': 'resmetmek', 'type': 'Verb'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'uçurtmalar', 'root': 'uçurtmak', 'type': 'Verb'}, {'input': 'uçurtmalar', 'root': 'uçurmak', 'type': 'Verb'}]"
Gönlümde kışlar biter Allahım,"[{'input': 'Gönlümde', 'root': 'gönül', 'type': 'Noun'}, {'input': 'Gönlümde', 'root': 'gön', 'type': 'Noun'}, {'input': 'kışlar', 'root': 'kışlamak', 'type': 'Verb'}, {'input': 'kışlar', 'root': 'kışlamak', 'type': 'Verb'}, {'input': 'kışlar', 'root': 'kış', 'type': 'Noun'}, {'input': 'kışlar', 'root': 'kış', 'type': 'Noun'}, {'input': 'biter', 'root': 'bitmek', 'type': 'Verb'}, {'input': 'biter', 'root': 'bitmek', 'type': 'Verb'}, {'input': 'Allahım', 'root': 'Allah', 'type': 'Noun'}, {'input': 'Allahım', 'root': 'Allah', 'type': 'Noun'}]"
Sular akar öksüz uykularımıza,"[{'input': 'Sular', 'root': 'sulamak', 'type': 'Verb'}, {'input': 'Sular', 'root': 'sulamak', 'type': 'Verb'}, {'input': 'Sular', 'root': 'su', 'type': 'Noun'}, {'input': 'Sular', 'root': 'su', 'type': 'Noun'}, {'input': 'akar', 'root': 'akmak', 'type': 'Verb'}, {'input': 'akar', 'root': 'akmak', 'type': 'Verb'}, {'input': 'akar', 'root': 'akar', 'type': 'Noun'}, {'input': 'öksüz', 'root': 'öksüz', 'type': 'Adjective'}, {'input': 'uykularımıza', 'root': 'uyku', 'type': 'Noun'}]"
Rüzğarlarında aşka davet...,"[{'input': 'aşka', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşka', 'root': 'Aşka', 'type': 'Noun'}, {'input': 'davet', 'root': 'davet', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
Bahar gelir açılır gönlümün hantal uykusu...,"[{'input': 'Bahar', 'root': 'bahar', 'type': 'Adverb'}, {'input': 'Bahar', 'root': 'bahar', 'type': 'Noun'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelir', 'type': 'Noun'}, {'input': 'açılır', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açılır', 'root': 'açmak', 'type': 'Verb'}, {'input': 'gönlümün', 'root': 'gönül', 'type': 'Noun'}, {'input': 'gönlümün', 'root': 'gön', 'type': 'Noun'}, {'input': 'hantal', 'root': 'hantal', 'type': 'Adjective'}, {'input': 'uykusu', 'root': 'uyku', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
Uçtu yavru kuşlar uçtu kainatın uykusu,"[{'input': 'Uçtu', 'root': 'uçmak', 'type': 'Verb'}, {'input': 'Uçtu', 'root': 'uç', 'type': 'Adjective'}, {'input': 'Uçtu', 'root': 'uç', 'type': 'Noun'}, {'input': 'yavru', 'root': 'yavru', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuşlar', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'uçtu', 'root': 'uçmak', 'type': 'Verb'}, {'input': 'uçtu', 'root': 'uç', 'type': 'Adjective'}, {'input': 'uçtu', 'root': 'uç', 'type': 'Noun'}, {'input': 'kainatın', 'root': 'kâinat', 'type': 'Noun'}, {'input': 'kainatın', 'root': 'kâinat', 'type': 'Noun'}, {'input': 'kainatın', 'root': 'Kâinat', 'type': 'Noun'}, {'input': 'kainatın', 'root': 'Kâinat', 'type': 'Noun'}, {'input': 'uykusu', 'root': 'uyku', 'type': 'Noun'}]"
Gönlümde hatalı kış Allahım,"[{'input': 'Gönlümde', 'root': 'gönül', 'type': 'Noun'}, {'input': 'Gönlümde', 'root': 'gön', 'type': 'Noun'}, {'input': 'hatalı', 'root': 'hata', 'type': 'Noun'}, {'input': 'kış', 'root': 'kış', 'type': 'Adverb'}, {'input': 'kış', 'root': 'kış', 'type': 'Noun'}, {'input': 'Allahım', 'root': 'Allah', 'type': 'Noun'}, {'input': 'Allahım', 'root': 'Allah', 'type': 'Noun'}]"
Bak uğursuz kara çalı,"[{'input': 'Bak', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'uğursuz', 'root': 'uğur', 'type': 'Noun'}, {'input': 'uğursuz', 'root': 'uğur', 'type': 'Noun'}, {'input': 'kara', 'root': 'kara', 'type': 'Adjective'}, {'input': 'kara', 'root': 'karmak', 'type': 'Verb'}, {'input': 'kara', 'root': 'karamak', 'type': 'Verb'}, {'input': 'kara', 'root': 'kar', 'type': 'Noun'}, {'input': 'kara', 'root': 'kâr', 'type': 'Noun'}, {'input': 'kara', 'root': 'kara', 'type': 'Noun'}, {'input': 'çalı', 'root': 'Çal', 'type': 'Noun'}, {'input': 'çalı', 'root': 'Çal', 'type': 'Noun'}, {'input': 'çalı', 'root': 'çal', 'type': 'Noun'}, {'input': 'çalı', 'root': 'çal', 'type': 'Noun'}, {'input': 'çalı', 'root': 'çalı', 'type': 'Noun'}]"
Yar yolunda çiçek açtı,"[{'input': 'Yar', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'Yar', 'root': 'yar', 'type': 'Noun'}, {'input': 'Yar', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'açtı', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açtı', 'root': 'aç', 'type': 'Adjective'}]"
Yeşermiş yaprağı dalı,"[{'input': 'Yeşermiş', 'root': 'yeşermek', 'type': 'Verb'}, {'input': 'Yeşermiş', 'root': 'yeşermek', 'type': 'Verb'}, {'input': 'yaprağı', 'root': 'yaprak', 'type': 'Noun'}, {'input': 'yaprağı', 'root': 'yaprak', 'type': 'Noun'}, {'input': 'dalı', 'root': 'dal', 'type': 'Noun'}, {'input': 'dalı', 'root': 'dal', 'type': 'Noun'}, {'input': 'dalı', 'root': 'dal', 'type': 'Adjective'}, {'input': 'dalı', 'root': 'dal', 'type': 'Adjective'}]"
Yar yolunda çiçek açtı,"[{'input': 'Yar', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'Yar', 'root': 'yar', 'type': 'Noun'}, {'input': 'Yar', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'açtı', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açtı', 'root': 'aç', 'type': 'Adjective'}]"
Nasıl edem nere gidem,"[{'input': 'Nasıl', 'root': 'nasıl', 'type': 'Adjective'}, {'input': 'Nasıl', 'root': 'nasıl', 'type': 'Adverb'}, {'input': 'edem', 'root': 'ede', 'type': 'Noun'}, {'input': 'nere', 'root': 'Ner', 'type': 'Noun'}, {'input': 'nere', 'root': 'nere', 'type': 'Pronoun'}, {'input': 'gidem', 'root': 'Gide', 'type': 'Noun'}]"
Al kana boyandı didem,"[{'input': 'Al', 'root': 'al', 'type': 'Adjective'}, {'input': 'Al', 'root': 'almak', 'type': 'Verb'}, {'input': 'Al', 'root': 'Al', 'type': 'Noun'}, {'input': 'Al', 'root': 'al', 'type': 'Noun'}, {'input': 'kana', 'root': 'kanmak', 'type': 'Verb'}, {'input': 'kana', 'root': 'kanamak', 'type': 'Verb'}, {'input': 'kana', 'root': 'kan', 'type': 'Noun'}, {'input': 'kana', 'root': 'kana', 'type': 'Noun'}, {'input': 'boyandı', 'root': 'boyamak', 'type': 'Verb'}, {'input': 'boyandı', 'root': 'boya', 'type': 'Noun'}, {'input': 'didem', 'root': 'Dide', 'type': 'Noun'}, {'input': 'didem', 'root': 'dide', 'type': 'Noun'}, {'input': 'didem', 'root': 'Didem', 'type': 'Noun'}]"
Kurudu dediğin çiğdem,"[{'input': 'Kurudu', 'root': 'kurumak', 'type': 'Verb'}, {'input': 'Kurudu', 'root': 'kurut', 'type': 'Noun'}, {'input': 'Kurudu', 'root': 'kurut', 'type': 'Noun'}, {'input': 'dediğin', 'root': 'demek', 'type': 'Verb'}, {'input': 'dediğin', 'root': 'demek', 'type': 'Verb'}, {'input': 'dediğin', 'root': 'demek', 'type': 'Verb'}, {'input': 'çiğdem', 'root': 'çiğde', 'type': 'Noun'}, {'input': 'çiğdem', 'root': 'çiğdem', 'type': 'Noun'}]"
Yar yolunda çiçek açtı,"[{'input': 'Yar', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'Yar', 'root': 'yar', 'type': 'Noun'}, {'input': 'Yar', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'açtı', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açtı', 'root': 'aç', 'type': 'Adjective'}]"
Araya çekseler tül,"[{'input': 'Araya', 'root': 'aramak', 'type': 'Verb'}, {'input': 'Araya', 'root': 'ara', 'type': 'Noun'}, {'input': 'Araya', 'root': 'ara', 'type': 'Adjective'}, {'input': 'çekseler', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çekseler', 'root': 'Çek', 'type': 'Noun'}, {'input': 'çekseler', 'root': 'çek', 'type': 'Noun'}, {'input': 'tül', 'root': 'tül', 'type': 'Adjective'}, {'input': 'tül', 'root': 'tül', 'type': 'Noun'}]"
Aşkı yaşar bülbüle gül,"[{'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'Aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yaşar', 'root': 'yaşamak', 'type': 'Verb'}, {'input': 'yaşar', 'root': 'yaşamak', 'type': 'Verb'}, {'input': 'yaşar', 'root': 'yaşarmak', 'type': 'Verb'}, {'input': 'yaşar', 'root': 'Yaşar', 'type': 'Noun'}, {'input': 'bülbüle', 'root': 'bülbül', 'type': 'Noun'}, {'input': 'gül', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'gül', 'root': 'gül', 'type': 'Noun'}]"
Papatyalar sümbül,"[{'input': 'Papatyalar', 'root': 'papatya', 'type': 'Noun'}, {'input': 'Papatyalar', 'root': 'papatya', 'type': 'Noun'}, {'input': 'sümbül', 'root': 'sümbül', 'type': 'Noun'}]"
Yar yolunda çiçek açtı,"[{'input': 'Yar', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'Yar', 'root': 'yar', 'type': 'Noun'}, {'input': 'Yar', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'açtı', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açtı', 'root': 'aç', 'type': 'Adjective'}]"
Sevda Allah verğisi,"[{'input': 'Sevda', 'root': 'sevda', 'type': 'Noun'}, {'input': 'Sevda', 'root': 'Sevda', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}]"
yürek sevda serğisi,"[{'input': 'yürek', 'root': 'Yürek', 'type': 'Noun'}, {'input': 'yürek', 'root': 'yürek', 'type': 'Noun'}, {'input': 'sevda', 'root': 'sevda', 'type': 'Noun'}, {'input': 'sevda', 'root': 'Sevda', 'type': 'Noun'}]"
