original_line,processed
Bütün kuşlar toplandı pislediler kelini,"[{'input': 'Bütün', 'root': 'bütün', 'type': 'Adjective'}, {'input': 'Bütün', 'root': 'bütün', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuşlar', 'type': 'Noun'}, {'input': 'kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'toplandı', 'root': 'top', 'type': 'Adjective'}, {'input': 'toplandı', 'root': 'toplamak', 'type': 'Verb'}, {'input': 'toplandı', 'root': 'top', 'type': 'Noun'}, {'input': 'pislediler', 'root': 'pislemek', 'type': 'Verb'}, {'input': 'kelini', 'root': 'kel', 'type': 'Adjective'}, {'input': 'kelini', 'root': 'kel', 'type': 'Adjective'}]"
İsyana cevap verdi doğa kendi dilince,"[{'input': 'İsyana', 'root': 'isyan', 'type': 'Noun'}, {'input': 'cevap', 'root': 'cevap', 'type': 'Noun'}, {'input': 'verdi', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verdi', 'root': 'verdi', 'type': 'Noun'}, {'input': 'verdi', 'root': 'Verdi', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'Dog', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğa', 'type': 'Noun'}, {'input': 'kendi', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'kendi', 'root': 'Ken', 'type': 'Noun'}, {'input': 'dilince', 'root': 'dilmek', 'type': 'Verb'}, {'input': 'dilince', 'root': 'dil', 'type': 'Noun'}, {'input': 'dilince', 'root': 'dil', 'type': 'Noun'}]"
Sessiz kalır rüzgar kırdı tunçtan belini...,"[{'input': 'Sessiz', 'root': 'sessiz', 'type': 'Adverb'}, {'input': 'Sessiz', 'root': 'sessiz', 'type': 'Noun'}, {'input': 'Sessiz', 'root': 'ses', 'type': 'Noun'}, {'input': 'Sessiz', 'root': 'Sess', 'type': 'Noun'}, {'input': 'kalır', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'kalır', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'rüzgar', 'root': 'rüzgâr', 'type': 'Noun'}, {'input': 'rüzgar', 'root': 'Rüzgâr', 'type': 'Noun'}, {'input': 'kırdı', 'root': 'kırmak', 'type': 'Verb'}, {'input': 'kırdı', 'root': 'kır', 'type': 'Adjective'}, {'input': 'kırdı', 'root': 'kır', 'type': 'Noun'}, {'input': 'tunçtan', 'root': 'tunç', 'type': 'Noun'}, {'input': 'tunçtan', 'root': 'Tunç', 'type': 'Noun'}, {'input': 'tunçtan', 'root': 'tunç', 'type': 'Adjective'}, {'input': 'belini', 'root': 'bel', 'type': 'Noun'}, {'input': 'belini', 'root': 'bel', 'type': 'Noun'}, {'input': 'belini', 'root': 'Belin', 'type': 'Noun'}, {'input': 'belini', 'root': 'Belin', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
Günlerin yüzü solgun!,"[{'input': 'Günlerin', 'root': 'gün', 'type': 'Noun'}, {'input': 'Günlerin', 'root': 'gün', 'type': 'Noun'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'solgun', 'root': 'solgun', 'type': 'Adjective'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}]"
Bulutlar yorgun!,"[{'input': 'Bulutlar', 'root': 'bulut', 'type': 'Noun'}, {'input': 'Bulutlar', 'root': 'bulut', 'type': 'Noun'}, {'input': 'yorgun', 'root': 'yorgun', 'type': 'Adjective'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}]"
"Üretrası,","[{'input': 'Üretrası', 'root': 'üretra', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
tutamıyor suyunu bulutların,"[{'input': 'tutamıyor', 'root': 'tutmak', 'type': 'Verb'}, {'input': 'suyunu', 'root': 'su', 'type': 'Noun'}, {'input': 'suyunu', 'root': 'su', 'type': 'Noun'}, {'input': 'bulutların', 'root': 'bulut', 'type': 'Noun'}, {'input': 'bulutların', 'root': 'bulut', 'type': 'Noun'}]"
Ağaçlar kel!,"[{'input': 'Ağaçlar', 'root': 'ağaçlamak', 'type': 'Verb'}, {'input': 'Ağaçlar', 'root': 'ağaçlamak', 'type': 'Verb'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'kel', 'root': 'kel', 'type': 'Adjective'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}]"
"Yapraklar,","[{'input': 'Yapraklar', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'Yapraklar', 'root': 'yaprak', 'type': 'Noun'}, {'input': 'Yapraklar', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'Yapraklar', 'root': 'yaprak', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
tek tük,"[{'input': 'tek', 'root': 'tek', 'type': 'Adverb'}, {'input': 'tek', 'root': 'tek', 'type': 'Adjective'}, {'input': 'tek', 'root': 'tek', 'type': 'Noun'}, {'input': 'tük', 'root': 'tük', 'type': 'Noun'}]"
dallarda,"[{'input': 'dallarda', 'root': 'dal', 'type': 'Noun'}, {'input': 'dallarda', 'root': 'dal', 'type': 'Adjective'}]"
Kuşlar kont durumda,"[{'input': 'Kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'Kuşlar', 'root': 'kuşlar', 'type': 'Noun'}, {'input': 'Kuşlar', 'root': 'kuş', 'type': 'Noun'}, {'input': 'kont', 'root': 'kont', 'type': 'Noun'}, {'input': 'durumda', 'root': 'durum', 'type': 'Noun'}, {'input': 'durumda', 'root': 'duru', 'type': 'Adjective'}]"
Kanserli kadına benziyor doğa.,"[{'input': 'Kanserli', 'root': 'kanser', 'type': 'Noun'}, {'input': 'kadına', 'root': 'kadı', 'type': 'Noun'}, {'input': 'kadına', 'root': 'kadın', 'type': 'Noun'}, {'input': 'kadına', 'root': 'kadın', 'type': 'Adjective'}, {'input': 'benziyor', 'root': 'benzemek', 'type': 'Verb'}, {'input': 'doğa', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'Dog', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğa', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"kanser değil,","[{'input': 'kanser', 'root': 'kanser', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
pupa hali doğa’nın,"[{'input': 'pupa', 'root': 'pupa', 'type': 'Noun'}, {'input': 'hali', 'root': 'hal', 'type': 'Noun'}, {'input': 'hali', 'root': 'hal', 'type': 'Noun'}, {'input': 'hali', 'root': 'hâl', 'type': 'Noun'}, {'input': 'hali', 'root': 'hâl', 'type': 'Noun'}, {'input': 'doğa'nın', 'root': 'doğa', 'type': 'Noun'}, {'input': 'doğa'nın', 'root': 'doğa', 'type': 'Noun'}]"
Metamorfoz bitecek,"[{'input': 'Metamorfoz', 'root': 'metamorfoz', 'type': 'Noun'}, {'input': 'bitecek', 'root': 'bitmek', 'type': 'Verb'}, {'input': 'bitecek', 'root': 'bitmek', 'type': 'Verb'}]"
günün yüzü gülecek,"[{'input': 'günün', 'root': 'Gü', 'type': 'Noun'}, {'input': 'günün', 'root': 'gün', 'type': 'Noun'}, {'input': 'günün', 'root': 'gün', 'type': 'Noun'}, {'input': 'günün', 'root': 'günü', 'type': 'Noun'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'yüzü', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'gülecek', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'gülecek', 'root': 'gülmek', 'type': 'Verb'}]"
bulutların irisi,"[{'input': 'bulutların', 'root': 'bulut', 'type': 'Noun'}, {'input': 'bulutların', 'root': 'bulut', 'type': 'Noun'}, {'input': 'irisi', 'root': 'iris', 'type': 'Noun'}, {'input': 'irisi', 'root': 'iris', 'type': 'Noun'}, {'input': 'irisi', 'root': 'iri', 'type': 'Adjective'}]"
maviye dönüşecek,"[{'input': 'maviye', 'root': 'mavi', 'type': 'Noun'}, {'input': 'maviye', 'root': 'Maviye', 'type': 'Noun'}, {'input': 'maviye', 'root': 'mavi', 'type': 'Adjective'}, {'input': 'dönüşecek', 'root': 'dönüşmek', 'type': 'Verb'}, {'input': 'dönüşecek', 'root': 'dönüşmek', 'type': 'Verb'}]"
Ağaçlar ağaca benzeyecek,"[{'input': 'Ağaçlar', 'root': 'ağaçlamak', 'type': 'Verb'}, {'input': 'Ağaçlar', 'root': 'ağaçlamak', 'type': 'Verb'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'Ağaçlar', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağaca', 'root': 'ağa', 'type': 'Adjective'}, {'input': 'ağaca', 'root': 'ağa', 'type': 'Adjective'}, {'input': 'ağaca', 'root': 'ağa', 'type': 'Noun'}, {'input': 'ağaca', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağaca', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'benzeyecek', 'root': 'benzemek', 'type': 'Verb'}, {'input': 'benzeyecek', 'root': 'benzemek', 'type': 'Verb'}]"
Kanatlanacak doğa!,"[{'input': 'Kanatlanacak', 'root': 'kanatlanmak', 'type': 'Verb'}, {'input': 'Kanatlanacak', 'root': 'kanatlanmak', 'type': 'Verb'}, {'input': 'Kanatlanacak', 'root': 'kanat', 'type': 'Noun'}, {'input': 'Kanatlanacak', 'root': 'kanat', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'Dog', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğa', 'type': 'Noun'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}]"
Yemyeşil saçları,"[{'input': 'Yemyeşil', 'root': 'yemyeşil', 'type': 'Adjective'}, {'input': 'saçları', 'root': 'saç', 'type': 'Noun'}, {'input': 'saçları', 'root': 'saç', 'type': 'Noun'}, {'input': 'saçları', 'root': 'saç', 'type': 'Noun'}, {'input': 'saçları', 'root': 'saç', 'type': 'Noun'}]"
"mis çiçek kokularıyla,","[{'input': 'mis', 'root': 'mis', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçek', 'root': 'Çiçek', 'type': 'Noun'}, {'input': 'kokularıyla', 'root': 'koku', 'type': 'Noun'}, {'input': 'kokularıyla', 'root': 'koku', 'type': 'Noun'}, {'input': 'kokularıyla', 'root': 'koku', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
......... baharda..,"[{'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': 'baharda', 'root': 'bahar', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
………….………..,"[{'input': '…', 'root': '…', 'type': 'Punctuation'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
sonbaharda yapraklar dökülür,"[{'input': 'sonbaharda', 'root': 'sonbahar', 'type': 'Noun'}, {'input': 'yapraklar', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'yapraklar', 'root': 'yaprak', 'type': 'Noun'}, {'input': 'yapraklar', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'yapraklar', 'root': 'yaprak', 'type': 'Noun'}, {'input': 'dökülür', 'root': 'dökmek', 'type': 'Verb'}, {'input': 'dökülür', 'root': 'dökmek', 'type': 'Verb'}]"
soyunur doğa,"[{'input': 'soyunur', 'root': 'soyunmak', 'type': 'Verb'}, {'input': 'soyunur', 'root': 'soyunmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'Dog', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğa', 'type': 'Noun'}]"
yeni mevsimin görüntüsü,"[{'input': 'yeni', 'root': 'yeni', 'type': 'Adjective'}, {'input': 'yeni', 'root': 'yeni', 'type': 'Adverb'}, {'input': 'yeni', 'root': 'yen', 'type': 'Noun'}, {'input': 'yeni', 'root': 'yen', 'type': 'Noun'}, {'input': 'mevsimin', 'root': 'mevsim', 'type': 'Noun'}, {'input': 'mevsimin', 'root': 'mevsim', 'type': 'Noun'}, {'input': 'mevsimin', 'root': 'Mevsim', 'type': 'Noun'}, {'input': 'mevsimin', 'root': 'Mevsim', 'type': 'Noun'}, {'input': 'görüntüsü', 'root': 'görüntü', 'type': 'Noun'}]"
yansır yeryüzüne,"[{'input': 'yansır', 'root': 'yansımak', 'type': 'Verb'}, {'input': 'yansır', 'root': 'yansımak', 'type': 'Verb'}, {'input': 'yeryüzüne', 'root': 'yeryüzü', 'type': 'Noun'}]"
insanın yüreği sızlar,"[{'input': 'insanın', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'insanın', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'insanın', 'root': 'insan', 'type': 'Noun'}, {'input': 'insanın', 'root': 'insan', 'type': 'Noun'}, {'input': 'insanın', 'root': 'insan', 'type': 'Adjective'}, {'input': 'insanın', 'root': 'insan', 'type': 'Adjective'}, {'input': 'yüreği', 'root': 'yürek', 'type': 'Noun'}, {'input': 'yüreği', 'root': 'yürek', 'type': 'Noun'}, {'input': 'sızlar', 'root': 'sızlamak', 'type': 'Verb'}, {'input': 'sızlar', 'root': 'sızlamak', 'type': 'Verb'}]"
yeşilin gidişiyle,"[{'input': 'yeşilin', 'root': 'yeşil', 'type': 'Noun'}, {'input': 'yeşilin', 'root': 'yeşil', 'type': 'Noun'}, {'input': 'yeşilin', 'root': 'yeşil', 'type': 'Adjective'}, {'input': 'yeşilin', 'root': 'yeşil', 'type': 'Adjective'}, {'input': 'gidişiyle', 'root': 'gitmek', 'type': 'Verb'}]"
on kasımda ağrı girer,"[{'input': 'on', 'root': 'on', 'type': 'Numeral'}, {'input': 'on', 'root': 'onmak', 'type': 'Verb'}, {'input': 'on', 'root': 'o', 'type': 'Adjective'}, {'input': 'kasımda', 'root': 'kas', 'type': 'Noun'}, {'input': 'kasımda', 'root': 'kasım', 'type': 'Noun'}, {'input': 'ağrı', 'root': 'ağrımak', 'type': 'Verb'}, {'input': 'ağrı', 'root': 'ağrı', 'type': 'Noun'}, {'input': 'ağrı', 'root': 'Ağrı', 'type': 'Noun'}, {'input': 'girer', 'root': 'girmek', 'type': 'Verb'}, {'input': 'girer', 'root': 'girmek', 'type': 'Verb'}]"
yurdun yüreğine,"[{'input': 'yurdun', 'root': 'yumak', 'type': 'Verb'}, {'input': 'yurdun', 'root': 'yurt', 'type': 'Noun'}, {'input': 'yurdun', 'root': 'yurt', 'type': 'Noun'}, {'input': 'yurdun', 'root': 'yurdu', 'type': 'Noun'}, {'input': 'yüreğine', 'root': 'yürek', 'type': 'Noun'}, {'input': 'yüreğine', 'root': 'yürek', 'type': 'Noun'}]"
gözyaşları dökülür,"[{'input': 'gözyaşları', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'gözyaşları', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'gözyaşları', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'gözyaşları', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'dökülür', 'root': 'dökmek', 'type': 'Verb'}, {'input': 'dökülür', 'root': 'dökmek', 'type': 'Verb'}]"
ulus öksüzdür,"[{'input': 'ulus', 'root': 'Ulus', 'type': 'Noun'}, {'input': 'ulus', 'root': 'ulus', 'type': 'Noun'}, {'input': 'öksüzdür', 'root': 'öksüz', 'type': 'Adjective'}]"
saat dokuzu beş geçe,"[{'input': 'saat', 'root': 'saat', 'type': 'Noun'}, {'input': 'dokuzu', 'root': 'dokuz', 'type': 'Numeral'}, {'input': 'dokuzu', 'root': 'dokuz', 'type': 'Numeral'}, {'input': 'beş', 'root': 'beş', 'type': 'Numeral'}, {'input': 'geçe', 'root': 'geçe', 'type': 'PostPositive'}, {'input': 'geçe', 'root': 'geçmek', 'type': 'Verb'}, {'input': 'geçe', 'root': 'geç', 'type': 'Adjective'}]"
-gösteriş budalalarına-,"[{'input': '-', 'root': '-', 'type': 'Punctuation'}, {'input': 'gösteriş', 'root': 'gösteriş', 'type': 'Noun'}, {'input': 'gösteriş', 'root': 'göstermek', 'type': 'Verb'}, {'input': 'budalalarına', 'root': 'budala', 'type': 'Adjective'}, {'input': 'budalalarına', 'root': 'budala', 'type': 'Adjective'}, {'input': 'budalalarına', 'root': 'budala', 'type': 'Adjective'}, {'input': 'budalalarına', 'root': 'budala', 'type': 'Adjective'}, {'input': '-', 'root': '-', 'type': 'Punctuation'}]"
bittik,"[{'input': 'bittik', 'root': 'bitmek', 'type': 'Verb'}, {'input': 'bittik', 'root': 'bitmek', 'type': 'Verb'}, {'input': 'bittik', 'root': 'bitmek', 'type': 'Verb'}, {'input': 'bittik', 'root': 'bit', 'type': 'Noun'}]"
dirilirken hayat,"[{'input': 'dirilirken', 'root': 'dirilmek', 'type': 'Verb'}, {'input': 'hayat', 'root': 'hayat', 'type': 'Noun'}]"
isme gömüldük,"[{'input': 'isme', 'root': 'isim', 'type': 'Noun'}, {'input': 'gömüldük', 'root': 'gömmek', 'type': 'Verb'}, {'input': 'gömüldük', 'root': 'gömmek', 'type': 'Verb'}, {'input': 'gömüldük', 'root': 'gömmek', 'type': 'Verb'}]"
gittik,"[{'input': 'gittik', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gittik', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gittik', 'root': 'gitmek', 'type': 'Verb'}]"
tükettik,"[{'input': 'tükettik', 'root': 'tüketmek', 'type': 'Verb'}, {'input': 'tükettik', 'root': 'tüketmek', 'type': 'Verb'}, {'input': 'tükettik', 'root': 'tüketmek', 'type': 'Verb'}]"
"yaşamı,yaşıyanları","[{'input': 'yaşamı', 'root': 'yaşam', 'type': 'Noun'}, {'input': 'yaşamı', 'root': 'yaşam', 'type': 'Noun'}, {'input': 'yaşamı', 'root': 'Yaşam', 'type': 'Noun'}, {'input': 'yaşamı', 'root': 'Yaşam', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
kendini bulurken doğa,"[{'input': 'kendini', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'kendini', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'bulurken', 'root': 'bulmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'Dog', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğa', 'type': 'Noun'}]"
bit-tik,[]
hayatı kuranlarda,"[{'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'kuranlarda', 'root': 'Kuran', 'type': 'Noun'}, {'input': 'kuranlarda', 'root': 'kurmak', 'type': 'Verb'}]"
(aralık 2001/afyon),"[{'input': '(', 'root': '(', 'type': 'Punctuation'}, {'input': 'aralık', 'root': 'aralık', 'type': 'Adjective'}, {'input': 'aralık', 'root': 'aralık', 'type': 'Noun'}, {'input': 'aralık', 'root': 'Aralık', 'type': 'Noun'}, {'input': 'aralık', 'root': 'ara', 'type': 'Adjective'}, {'input': 'aralık', 'root': 'ara', 'type': 'Noun'}, {'input': '2001', 'root': '2001', 'type': 'Numeral'}, {'input': '/', 'root': '/', 'type': 'Punctuation'}, {'input': 'afyon', 'root': 'Afyon', 'type': 'Noun'}, {'input': 'afyon', 'root': 'afyon', 'type': 'Noun'}, {'input': ')', 'root': ')', 'type': 'Punctuation'}]"
"Doğa barınağımız, doğa şeyimiz,","[{'input': 'Doğa', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'Doğa', 'root': 'Dog', 'type': 'Noun'}, {'input': 'Doğa', 'root': 'doğa', 'type': 'Noun'}, {'input': 'barınağımız', 'root': 'barınak', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'doğa', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'doğa', 'root': 'Dog', 'type': 'Noun'}, {'input': 'doğa', 'root': 'doğa', 'type': 'Noun'}, {'input': 'şeyimiz', 'root': 'şey', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"düşmanımız değil, bizim yüreğimiz…","[{'input': 'düşmanımız', 'root': 'düşman', 'type': 'Noun'}, {'input': 'düşmanımız', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'bizim', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Noun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Noun'}, {'input': 'yüreğimiz', 'root': 'yürek', 'type': 'Noun'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}]"
"Üzülmeyi bilmeden, gün kaybedeceğiz,","[{'input': 'Üzülmeyi', 'root': 'üzülmek', 'type': 'Verb'}, {'input': 'Üzülmeyi', 'root': 'üzmek', 'type': 'Verb'}, {'input': 'bilmeden', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilmeden', 'root': 'bilmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'kaybedeceğiz', 'root': 'kaybetmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Yok, ettiklerimizi düzeltemeyeceğiz…","[{'input': 'Yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'Yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'Yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'Yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'Yok', 'root': 'yok', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'ettiklerimizi', 'root': 'etmek', 'type': 'Verb'}, {'input': 'düzeltemeyeceğiz', 'root': 'düzeltmek', 'type': 'Verb'}, {'input': 'düzeltemeyeceğiz', 'root': 'düzelmek', 'type': 'Verb'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}]"
"Davranışlarımız var, doğanın aleyhinde,","[{'input': 'Davranışlarımız', 'root': 'davranış', 'type': 'Noun'}, {'input': 'Davranışlarımız', 'root': 'davranmak', 'type': 'Verb'}, {'input': 'var', 'root': 'var', 'type': 'Adjective'}, {'input': 'var', 'root': 'varmak', 'type': 'Verb'}, {'input': 'var', 'root': 'var', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'doğanın', 'root': 'doğa', 'type': 'Noun'}, {'input': 'doğanın', 'root': 'doğa', 'type': 'Noun'}, {'input': 'doğanın', 'root': 'doğan', 'type': 'Noun'}, {'input': 'doğanın', 'root': 'doğan', 'type': 'Noun'}, {'input': 'doğanın', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'doğanın', 'root': 'doğmak', 'type': 'Verb'}, {'input': 'aleyhinde', 'root': 'aleyh', 'type': 'Noun'}, {'input': 'aleyhinde', 'root': 'aleyh', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Lehte düşünülmüyor şey onun reddinde…,"[{'input': 'Lehte', 'root': 'Leh', 'type': 'Noun'}, {'input': 'Lehte', 'root': 'leh', 'type': 'Noun'}, {'input': 'düşünülmüyor', 'root': 'düşünmek', 'type': 'Verb'}, {'input': 'şey', 'root': 'şey', 'type': 'Noun'}, {'input': 'onun', 'root': 'onmak', 'type': 'Verb'}, {'input': 'onun', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onun', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onun', 'root': 'o', 'type': 'Adjective'}, {'input': 'onun', 'root': 'o', 'type': 'Adjective'}, {'input': 'onun', 'root': 'on', 'type': 'Numeral'}, {'input': 'onun', 'root': 'on', 'type': 'Numeral'}, {'input': 'reddinde', 'root': 'Redd', 'type': 'Noun'}, {'input': 'reddinde', 'root': 'Redd', 'type': 'Noun'}, {'input': 'reddinde', 'root': 'ret', 'type': 'Noun'}, {'input': 'reddinde', 'root': 'ret', 'type': 'Noun'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}]"
"Su kaplumbağaları, vaşaklar yok edilir,","[{'input': 'Su', 'root': 'su', 'type': 'Noun'}, {'input': 'kaplumbağaları', 'root': 'kaplumbağa', 'type': 'Noun'}, {'input': 'kaplumbağaları', 'root': 'kaplumbağa', 'type': 'Noun'}, {'input': 'kaplumbağaları', 'root': 'kaplumbağa', 'type': 'Noun'}, {'input': 'kaplumbağaları', 'root': 'kaplumbağa', 'type': 'Noun'}, {'input': 'kaplumbağaları', 'root': 'kaplumbağalar', 'type': 'Noun'}, {'input': 'kaplumbağaları', 'root': 'kaplumbağalar', 'type': 'Noun'}, {'input': 'kaplumbağaları', 'root': 'kaplumbağalar', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'vaşaklar', 'root': 'vaşak', 'type': 'Noun'}, {'input': 'vaşaklar', 'root': 'vaşak', 'type': 'Noun'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': 'edilir', 'root': 'etmek', 'type': 'Verb'}, {'input': 'edilir', 'root': 'etmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
