original_line,processed
Hayatı anlamadan hayatı tamamlıyorlar.,"[{'input': 'Hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'Hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'anlamadan', 'root': 'anlamak', 'type': 'Verb'}, {'input': 'anlamadan', 'root': 'anlamak', 'type': 'Verb'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'tamamlıyorlar', 'root': 'tamamlamak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Hayatı anlamalarına izin verilmeden.,"[{'input': 'Hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'Hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'anlamalarına', 'root': 'anlamak', 'type': 'Verb'}, {'input': 'anlamalarına', 'root': 'anlamak', 'type': 'Verb'}, {'input': 'anlamalarına', 'root': 'anlamak', 'type': 'Verb'}, {'input': 'anlamalarına', 'root': 'anlamak', 'type': 'Verb'}, {'input': 'izin', 'root': 'iz', 'type': 'Noun'}, {'input': 'izin', 'root': 'iz', 'type': 'Noun'}, {'input': 'izin', 'root': 'izin', 'type': 'Noun'}, {'input': 'verilmeden', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verilmeden', 'root': 'vermek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
…,"[{'input': '…', 'root': '…', 'type': 'Punctuation'}]"
"Evet, hayatı ihanetleriyle, satılmışlıklarıyla kabullenemiyor insanlar hayatı pencerelerden izlemek istemiyorlar.","[{'input': 'Evet', 'root': 'evet', 'type': 'Adverb'}, {'input': 'Evet', 'root': 'evet', 'type': 'Interjection'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'ihanetleriyle', 'root': 'ihanet', 'type': 'Noun'}, {'input': 'ihanetleriyle', 'root': 'ihanet', 'type': 'Noun'}, {'input': 'ihanetleriyle', 'root': 'ihanet', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'satılmışlıklarıyla', 'root': 'satmak', 'type': 'Verb'}, {'input': 'satılmışlıklarıyla', 'root': 'satmak', 'type': 'Verb'}, {'input': 'satılmışlıklarıyla', 'root': 'satmak', 'type': 'Verb'}, {'input': 'kabullenemiyor', 'root': 'kabullenmek', 'type': 'Verb'}, {'input': 'kabullenemiyor', 'root': 'kabul', 'type': 'Noun'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Noun'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Adjective'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Adjective'}, {'input': 'insanlar', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'pencerelerden', 'root': 'pencere', 'type': 'Noun'}, {'input': 'izlemek', 'root': 'izlemek', 'type': 'Verb'}, {'input': 'istemiyorlar', 'root': 'istemek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Artık bütün pencereler açılmalıdır diyor insanlar.,"[{'input': 'Artık', 'root': 'artık', 'type': 'Adjective'}, {'input': 'Artık', 'root': 'artık', 'type': 'Adverb'}, {'input': 'Artık', 'root': 'artık', 'type': 'Noun'}, {'input': 'bütün', 'root': 'bütün', 'type': 'Adjective'}, {'input': 'bütün', 'root': 'bütün', 'type': 'Noun'}, {'input': 'pencereler', 'root': 'pencere', 'type': 'Noun'}, {'input': 'pencereler', 'root': 'pencere', 'type': 'Noun'}, {'input': 'açılmalıdır', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açılmalıdır', 'root': 'açmak', 'type': 'Verb'}, {'input': 'diyor', 'root': 'demek', 'type': 'Verb'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Noun'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Adjective'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Adjective'}, {'input': 'insanlar', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'insanlar', 'root': 'insan', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Bütün kapılar.,"[{'input': 'Bütün', 'root': 'bütün', 'type': 'Adjective'}, {'input': 'Bütün', 'root': 'bütün', 'type': 'Noun'}, {'input': 'kapılar', 'root': 'kapı', 'type': 'Noun'}, {'input': 'kapılar', 'root': 'kap', 'type': 'Noun'}, {'input': 'kapılar', 'root': 'kapı', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Hayat önümdedir dostum, hayatı sınırlananlarla sınırlayanlar karşı karşıyadır artık, artık yüzleşme zamanı gelmiştir.","[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'önümdedir', 'root': 'ön', 'type': 'Noun'}, {'input': 'önümdedir', 'root': 'ön', 'type': 'Adjective'}, {'input': 'dostum', 'root': 'dost', 'type': 'Noun'}, {'input': 'dostum', 'root': 'dost', 'type': 'Adjective'}, {'input': 'dostum', 'root': 'dost', 'type': 'Adjective'}, {'input': 'dostum', 'root': 'Dos', 'type': 'Noun'}, {'input': 'dostum', 'root': 'dost', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'sınırlananlarla', 'root': 'sınırlamak', 'type': 'Verb'}, {'input': 'sınırlananlarla', 'root': 'sınır', 'type': 'Noun'}, {'input': 'sınırlayanlar', 'root': 'sınırlamak', 'type': 'Verb'}, {'input': 'sınırlayanlar', 'root': 'sınırlamak', 'type': 'Verb'}, {'input': 'karşı', 'root': 'karşı', 'type': 'Adjective'}, {'input': 'karşı', 'root': 'karşı', 'type': 'Adverb'}, {'input': 'karşı', 'root': 'karşı', 'type': 'PostPositive'}, {'input': 'karşı', 'root': 'karşı', 'type': 'Noun'}, {'input': 'karşı', 'root': 'karşı', 'type': 'Noun'}, {'input': 'karşıyadır', 'root': 'karşı', 'type': 'Noun'}, {'input': 'karşıyadır', 'root': 'karşı', 'type': 'Adjective'}, {'input': 'artık', 'root': 'artık', 'type': 'Adjective'}, {'input': 'artık', 'root': 'artık', 'type': 'Adverb'}, {'input': 'artık', 'root': 'artık', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'artık', 'root': 'artık', 'type': 'Adjective'}, {'input': 'artık', 'root': 'artık', 'type': 'Adverb'}, {'input': 'artık', 'root': 'artık', 'type': 'Noun'}, {'input': 'yüzleşme', 'root': 'yüzleşmek', 'type': 'Verb'}, {'input': 'yüzleşme', 'root': 'yüzleşmek', 'type': 'Verb'}, {'input': 'yüzleşme', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzleşme', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzleşme', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'yüzleşme', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'zamanı', 'root': 'zaman', 'type': 'Noun'}, {'input': 'zamanı', 'root': 'zaman', 'type': 'Noun'}, {'input': 'gelmiştir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelmiştir', 'root': 'gelmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
engeli kaldır sevgilim.,"[{'input': 'engeli', 'root': 'engel', 'type': 'Noun'}, {'input': 'engeli', 'root': 'engel', 'type': 'Noun'}, {'input': 'kaldır', 'root': 'kaldırmak', 'type': 'Verb'}, {'input': 'kaldır', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'kaldır', 'root': 'kal', 'type': 'Noun'}, {'input': 'sevgilim', 'root': 'sevgili', 'type': 'Noun'}, {'input': 'sevgilim', 'root': 'Sevgilim', 'type': 'Noun'}, {'input': 'sevgilim', 'root': 'sevgili', 'type': 'Adjective'}, {'input': 'sevgilim', 'root': 'sevgi', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
birbirimizi sevelim.,"[{'input': 'birbirimizi', 'root': 'birbiri', 'type': 'Pronoun'}, {'input': 'sevelim', 'root': 'sevmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
İstediğimiz yere gidelim.,"[{'input': 'İstediğimiz', 'root': 'istemek', 'type': 'Verb'}, {'input': 'İstediğimiz', 'root': 'istemek', 'type': 'Verb'}, {'input': 'yere', 'root': 'yermek', 'type': 'Verb'}, {'input': 'yere', 'root': 'yer', 'type': 'Noun'}, {'input': 'gidelim', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gidelim', 'root': 'Gide', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Hayat seninle olur ömür.,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'seninle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'olur', 'root': 'olur', 'type': 'Adjective'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olur', 'type': 'Noun'}, {'input': 'olur', 'root': 'Olur', 'type': 'Noun'}, {'input': 'ömür', 'root': 'Ömür', 'type': 'Noun'}, {'input': 'ömür', 'root': 'ömür', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
aşkı yaşat sevdiğim.,"[{'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yaşat', 'root': 'yaşamak', 'type': 'Verb'}, {'input': 'sevdiğim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'sevdiğim', 'root': 'sevmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Yalnız koyma ürkeceğim.,"[{'input': 'Yalnız', 'root': 'yalnız', 'type': 'Adjective'}, {'input': 'Yalnız', 'root': 'yalnız', 'type': 'Adverb'}, {'input': 'Yalnız', 'root': 'yalnız', 'type': 'Conjunction'}, {'input': 'Yalnız', 'root': 'yalnız', 'type': 'Noun'}, {'input': 'koyma', 'root': 'koymak', 'type': 'Verb'}, {'input': 'koyma', 'root': 'koymak', 'type': 'Verb'}, {'input': 'ürkeceğim', 'root': 'ürkmek', 'type': 'Verb'}, {'input': 'ürkeceğim', 'root': 'ürkmek', 'type': 'Verb'}, {'input': 'ürkeceğim', 'root': 'ürkmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Bildiğimiz geçinelim.,"[{'input': 'Bildiğimiz', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'Bildiğimiz', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'Bildiğimiz', 'root': 'bildik', 'type': 'Adjective'}, {'input': 'geçinelim', 'root': 'geçinmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Hayat seninle olur ömür.,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'seninle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'olur', 'root': 'olur', 'type': 'Adjective'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olur', 'type': 'Noun'}, {'input': 'olur', 'root': 'Olur', 'type': 'Noun'}, {'input': 'ömür', 'root': 'Ömür', 'type': 'Noun'}, {'input': 'ömür', 'root': 'ömür', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Sevdiğini anlat sevineyim.,"[{'input': 'Sevdiğini', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'Sevdiğini', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'anlat', 'root': 'anlatmak', 'type': 'Verb'}, {'input': 'anlat', 'root': 'anlamak', 'type': 'Verb'}, {'input': 'sevineyim', 'root': 'sevinmek', 'type': 'Verb'}, {'input': 'sevineyim', 'root': 'sevi', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
gece giyinelim.,"[{'input': 'gece', 'root': 'gece', 'type': 'Adverb'}, {'input': 'gece', 'root': 'Ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'gece', 'type': 'Noun'}, {'input': 'giyinelim', 'root': 'giyinmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
anı hep hissedelim.,"[{'input': 'anı', 'root': 'an', 'type': 'Noun'}, {'input': 'anı', 'root': 'an', 'type': 'Noun'}, {'input': 'anı', 'root': 'Anı', 'type': 'Noun'}, {'input': 'anı', 'root': 'anı', 'type': 'Noun'}, {'input': 'hep', 'root': 'hep', 'type': 'Adverb'}, {'input': 'hissedelim', 'root': 'hissetmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Hayat seninle olur ömür.,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'seninle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'olur', 'root': 'olur', 'type': 'Adjective'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olur', 'type': 'Noun'}, {'input': 'olur', 'root': 'Olur', 'type': 'Noun'}, {'input': 'ömür', 'root': 'Ömür', 'type': 'Noun'}, {'input': 'ömür', 'root': 'ömür', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
gece düşünelim.,"[{'input': 'gece', 'root': 'gece', 'type': 'Adverb'}, {'input': 'gece', 'root': 'Ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'gece', 'type': 'Noun'}, {'input': 'düşünelim', 'root': 'düşünmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Kayan yıldızlarda isteğim.,"[{'input': 'Kayan', 'root': 'kaymak', 'type': 'Verb'}, {'input': 'Kayan', 'root': 'kaya', 'type': 'Noun'}, {'input': 'Kayan', 'root': 'kayan', 'type': 'Noun'}, {'input': 'yıldızlarda', 'root': 'yıldız', 'type': 'Noun'}, {'input': 'yıldızlarda', 'root': 'yıldız', 'type': 'Adjective'}, {'input': 'isteğim', 'root': 'istek', 'type': 'Noun'}, {'input': 'isteğim', 'root': 'istek', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Seninle evlenmek hayalim.,"[{'input': 'Seninle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'evlenmek', 'root': 'evlenmek', 'type': 'Verb'}, {'input': 'evlenmek', 'root': 'ev', 'type': 'Noun'}, {'input': 'hayalim', 'root': 'hayal', 'type': 'Noun'}, {'input': 'hayalim', 'root': 'Hayali', 'type': 'Noun'}, {'input': 'hayalim', 'root': 'hayalî', 'type': 'Noun'}, {'input': 'hayalim', 'root': 'hayalî', 'type': 'Adjective'}, {'input': 'hayalim', 'root': 'hayal', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Hayat seninle olur ömür.,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'seninle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'olur', 'root': 'olur', 'type': 'Adjective'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olur', 'type': 'Noun'}, {'input': 'olur', 'root': 'Olur', 'type': 'Noun'}, {'input': 'ömür', 'root': 'Ömür', 'type': 'Noun'}, {'input': 'ömür', 'root': 'ömür', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Kim bilir belki gün,","[{'input': 'Kim', 'root': 'kim', 'type': 'Conjunction'}, {'input': 'Kim', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'bilir', 'root': 'bilir', 'type': 'Adjective'}, {'input': 'bilir', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilir', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilir', 'root': 'Bilir', 'type': 'Noun'}, {'input': 'belki', 'root': 'belki', 'type': 'Conjunction'}, {'input': 'belki', 'root': 'belki', 'type': 'Adverb'}, {'input': 'belki', 'root': 'Belki', 'type': 'Noun'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Rüzgarın savurduğu yapraklar gibi,","[{'input': 'Rüzgarın', 'root': 'rüzgâr', 'type': 'Noun'}, {'input': 'Rüzgarın', 'root': 'rüzgâr', 'type': 'Noun'}, {'input': 'Rüzgarın', 'root': 'Rüzgâr', 'type': 'Noun'}, {'input': 'Rüzgarın', 'root': 'Rüzgâr', 'type': 'Noun'}, {'input': 'savurduğu', 'root': 'savurmak', 'type': 'Verb'}, {'input': 'savurduğu', 'root': 'savurmak', 'type': 'Verb'}, {'input': 'savurduğu', 'root': 'savurmak', 'type': 'Verb'}, {'input': 'yapraklar', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'yapraklar', 'root': 'yaprak', 'type': 'Noun'}, {'input': 'yapraklar', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'yapraklar', 'root': 'yaprak', 'type': 'Noun'}, {'input': 'gibi', 'root': 'gibi', 'type': 'PostPositive'}, {'input': 'gibi', 'root': 'gibi', 'type': 'PostPositive'}, {'input': 'gibi', 'root': 'Gib', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
şehirden ansızın gideceğiz…,"[{'input': 'şehirden', 'root': 'şehir', 'type': 'Noun'}, {'input': 'ansızın', 'root': 'ansızın', 'type': 'Adverb'}, {'input': 'ansızın', 'root': 'an', 'type': 'Noun'}, {'input': 'ansızın', 'root': 'an', 'type': 'Noun'}, {'input': 'gideceğiz', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gideceğiz', 'root': 'Gide', 'type': 'Noun'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}]"
"Belki değişik şehirlerde,","[{'input': 'Belki', 'root': 'belki', 'type': 'Conjunction'}, {'input': 'Belki', 'root': 'belki', 'type': 'Adverb'}, {'input': 'Belki', 'root': 'Belki', 'type': 'Noun'}, {'input': 'değişik', 'root': 'değişik', 'type': 'Adjective'}, {'input': 'değişik', 'root': 'değişik', 'type': 'Noun'}, {'input': 'şehirlerde', 'root': 'şehir', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"mutlu mutsuz,","[{'input': 'mutlu', 'root': 'mutlu', 'type': 'Adjective'}, {'input': 'mutlu', 'root': 'Mut', 'type': 'Noun'}, {'input': 'mutsuz', 'root': 'mutsuz', 'type': 'Adjective'}, {'input': 'mutsuz', 'root': 'Mut', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Öyle hayat süreceğiz…,"[{'input': 'Öyle', 'root': 'öyle', 'type': 'Interjection'}, {'input': 'Öyle', 'root': 'öyle', 'type': 'Adjective'}, {'input': 'Öyle', 'root': 'öyle', 'type': 'Adverb'}, {'input': 'Öyle', 'root': 'Ö', 'type': 'Noun'}, {'input': 'hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'süreceğiz', 'root': 'sürmek', 'type': 'Verb'}, {'input': 'süreceğiz', 'root': 'süre', 'type': 'Noun'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}]"
"gün yeniden,","[{'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'yeniden', 'root': 'yeniden', 'type': 'Adverb'}, {'input': 'yeniden', 'root': 'yeni', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"yerlerde karşılaşırsak seninle,","[{'input': 'yerlerde', 'root': 'yer', 'type': 'Noun'}, {'input': 'karşılaşırsak', 'root': 'karşı', 'type': 'Adjective'}, {'input': 'karşılaşırsak', 'root': 'karşılaşmak', 'type': 'Verb'}, {'input': 'karşılaşırsak', 'root': 'karşı', 'type': 'Noun'}, {'input': 'seninle', 'root': 'sen', 'type': 'Pronoun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Şehirler mekanlar önemli değil ki,","[{'input': 'Şehirler', 'root': 'şehir', 'type': 'Noun'}, {'input': 'Şehirler', 'root': 'şehir', 'type': 'Noun'}, {'input': 'mekanlar', 'root': 'mekân', 'type': 'Noun'}, {'input': 'mekanlar', 'root': 'mekân', 'type': 'Noun'}, {'input': 'önemli', 'root': 'önem', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'ki', 'root': 'ki', 'type': 'Conjunction'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Unutma ey sevgili,","[{'input': 'Unutma', 'root': 'unutmak', 'type': 'Verb'}, {'input': 'Unutma', 'root': 'unutmak', 'type': 'Verb'}, {'input': 'ey', 'root': 'ey', 'type': 'Interjection'}, {'input': 'sevgili', 'root': 'sevgili', 'type': 'Adjective'}, {'input': 'sevgili', 'root': 'sevgili', 'type': 'Noun'}, {'input': 'sevgili', 'root': 'sevgi', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Hayat senle sensiz,","[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'senle', 'root': 'se', 'type': 'Noun'}, {'input': 'senle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'sensiz', 'root': 'sen', 'type': 'Pronoun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Nefes aldığımız yerde.,"[{'input': 'Nefes', 'root': 'nefes', 'type': 'Noun'}, {'input': 'aldığımız', 'root': 'almak', 'type': 'Verb'}, {'input': 'aldığımız', 'root': 'almak', 'type': 'Verb'}, {'input': 'yerde', 'root': 'yer', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Hayat ayrılık değil arkamıza bakmadan çekip gidelim,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'ayrılık', 'root': 'ayrılık', 'type': 'Noun'}, {'input': 'ayrılık', 'root': 'ayrı', 'type': 'Adjective'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'arkamıza', 'root': 'arka', 'type': 'Noun'}, {'input': 'arkamıza', 'root': 'arka', 'type': 'Adjective'}, {'input': 'bakmadan', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'bakmadan', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'çekip', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'gidelim', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gidelim', 'root': 'Gide', 'type': 'Noun'}]"
Hayat tebessüm değil hep tebessümle analım,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'tebessüm', 'root': 'Tebessüm', 'type': 'Noun'}, {'input': 'tebessüm', 'root': 'tebessüm', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'hep', 'root': 'hep', 'type': 'Adverb'}, {'input': 'tebessümle', 'root': 'Tebessüm', 'type': 'Noun'}, {'input': 'tebessümle', 'root': 'tebessüm', 'type': 'Noun'}, {'input': 'analım', 'root': 'anmak', 'type': 'Verb'}, {'input': 'analım', 'root': 'anal', 'type': 'Adjective'}, {'input': 'analım', 'root': 'anal', 'type': 'Adjective'}, {'input': 'analım', 'root': 'ana', 'type': 'Noun'}, {'input': 'analım', 'root': 'ana', 'type': 'Adjective'}]"
Hayat resim değil istediğimiz tabloyu oluşturalım,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'resim', 'root': 'resim', 'type': 'Noun'}, {'input': 'resim', 'root': 'Res', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'istediğimiz', 'root': 'istemek', 'type': 'Verb'}, {'input': 'istediğimiz', 'root': 'istemek', 'type': 'Verb'}, {'input': 'tabloyu', 'root': 'tablo', 'type': 'Noun'}, {'input': 'oluşturalım', 'root': 'oluşmak', 'type': 'Verb'}]"
Hayat fıkra değil zaman kahkahalarla gülelim,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'fıkra', 'root': 'fıkramak', 'type': 'Verb'}, {'input': 'fıkra', 'root': 'fıkra', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'zaman', 'root': 'zaman', 'type': 'Noun'}, {'input': 'kahkahalarla', 'root': 'kahkaha', 'type': 'Noun'}, {'input': 'gülelim', 'root': 'gülmek', 'type': 'Verb'}]"
Hayat senaryo değil rolleri değiştirelim,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'senaryo', 'root': 'senaryo', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'rolleri', 'root': 'rol', 'type': 'Noun'}, {'input': 'rolleri', 'root': 'rol', 'type': 'Noun'}, {'input': 'rolleri', 'root': 'rol', 'type': 'Noun'}, {'input': 'rolleri', 'root': 'rol', 'type': 'Noun'}, {'input': 'değiştirelim', 'root': 'değişmek', 'type': 'Verb'}]"
Hayat kompozisyon değil yanlışlarımızı silgiyle silelim,"[{'input': 'Hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'kompozisyon', 'root': 'kompozisyon', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'yanlışlarımızı', 'root': 'yanlış', 'type': 'Noun'}, {'input': 'yanlışlarımızı', 'root': 'yanlış', 'type': 'Adjective'}, {'input': 'silgiyle', 'root': 'silgi', 'type': 'Noun'}, {'input': 'silelim', 'root': 'silmek', 'type': 'Verb'}]"
