original_line,processed
Şimdi muhtaç ettin karaçalına..,"[{'input': 'Şimdi', 'root': 'şimdi', 'type': 'Adverb'}, {'input': 'Şimdi', 'root': 'şimdi', 'type': 'Noun'}, {'input': 'muhtaç', 'root': 'muhtaç', 'type': 'Adjective'}, {'input': 'ettin', 'root': 'etmek', 'type': 'Verb'}, {'input': 'ettin', 'root': 'et', 'type': 'Noun'}, {'input': 'karaçalına', 'root': 'karaçalı', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Binmek üzereyim ecel salına,","[{'input': 'Binmek', 'root': 'binmek', 'type': 'Verb'}, {'input': 'üzereyim', 'root': 'üzere', 'type': 'PostPositive'}, {'input': 'üzereyim', 'root': 'Üzer', 'type': 'Noun'}, {'input': 'ecel', 'root': 'ecel', 'type': 'Noun'}, {'input': 'salına', 'root': 'salınmak', 'type': 'Verb'}, {'input': 'salına', 'root': 'sal', 'type': 'Noun'}, {'input': 'salına', 'root': 'sal', 'type': 'Noun'}, {'input': 'salına', 'root': 'salı', 'type': 'Noun'}, {'input': 'salına', 'root': 'salmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Kazdı mezarımı acı aldanış.,"[{'input': 'Kazdı', 'root': 'kazmak', 'type': 'Verb'}, {'input': 'Kazdı', 'root': 'kaz', 'type': 'Adjective'}, {'input': 'Kazdı', 'root': 'kaz', 'type': 'Noun'}, {'input': 'mezarımı', 'root': 'mezar', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'aldanış', 'root': 'aldanmak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"İnsan olan halden hale bürünür,","[{'input': 'İnsan', 'root': 'insan', 'type': 'Adjective'}, {'input': 'İnsan', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'İnsan', 'root': 'insan', 'type': 'Noun'}, {'input': 'olan', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olan', 'root': 'o', 'type': 'Adjective'}, {'input': 'halden', 'root': 'hal', 'type': 'Noun'}, {'input': 'halden', 'root': 'hal', 'type': 'Noun'}, {'input': 'halden', 'root': 'hâl', 'type': 'Noun'}, {'input': 'hale', 'root': 'hal', 'type': 'Noun'}, {'input': 'hale', 'root': 'hâl', 'type': 'Noun'}, {'input': 'hale', 'root': 'Hale', 'type': 'Noun'}, {'input': 'hale', 'root': 'hale', 'type': 'Noun'}, {'input': 'bürünür', 'root': 'bürünmek', 'type': 'Verb'}, {'input': 'bürünür', 'root': 'bürünmek', 'type': 'Verb'}, {'input': 'bürünür', 'root': 'bürümek', 'type': 'Verb'}, {'input': 'bürünür', 'root': 'bürümek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Kimi mesut mutlu, kimi sürünür..","[{'input': 'Kimi', 'root': 'kimi', 'type': 'Determiner'}, {'input': 'Kimi', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'Kimi', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'Kimi', 'root': 'kimi', 'type': 'Pronoun'}, {'input': 'mesut', 'root': 'mesut', 'type': 'Adjective'}, {'input': 'mesut', 'root': 'Mesut', 'type': 'Noun'}, {'input': 'mutlu', 'root': 'mutlu', 'type': 'Adjective'}, {'input': 'mutlu', 'root': 'Mut', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kimi', 'root': 'kimi', 'type': 'Determiner'}, {'input': 'kimi', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'kimi', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'kimi', 'root': 'kimi', 'type': 'Pronoun'}, {'input': 'sürünür', 'root': 'sürünmek', 'type': 'Verb'}, {'input': 'sürünür', 'root': 'sürünmek', 'type': 'Verb'}, {'input': 'sürünür', 'root': 'sürümek', 'type': 'Verb'}, {'input': 'sürünür', 'root': 'sürümek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"“ER KİŞİ..” yolunda yalnız yürünür,","[{'input': '""', 'root': '""', 'type': 'Punctuation'}, {'input': 'ER', 'root': 'er', 'type': 'Adjective'}, {'input': 'ER', 'root': 'er', 'type': 'Adverb'}, {'input': 'ER', 'root': 'ermek', 'type': 'Verb'}, {'input': 'ER', 'root': 'Er', 'type': 'Noun'}, {'input': 'ER', 'root': 'er', 'type': 'Noun'}, {'input': 'KİŞİ', 'root': 'kişi', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '""', 'root': '""', 'type': 'Punctuation'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'yolunda', 'root': 'yol', 'type': 'Noun'}, {'input': 'yalnız', 'root': 'yalnız', 'type': 'Adjective'}, {'input': 'yalnız', 'root': 'yalnız', 'type': 'Adverb'}, {'input': 'yalnız', 'root': 'yalnız', 'type': 'Conjunction'}, {'input': 'yalnız', 'root': 'yalnız', 'type': 'Noun'}, {'input': 'yürünür', 'root': 'yürünmek', 'type': 'Verb'}, {'input': 'yürünür', 'root': 'yürünmek', 'type': 'Verb'}, {'input': 'yürünür', 'root': 'yürümek', 'type': 'Verb'}, {'input': 'yürünür', 'root': 'yürümek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Gizle sırlarımı acı aldanış!,"[{'input': 'Gizle', 'root': 'gizlemek', 'type': 'Verb'}, {'input': 'Gizle', 'root': 'giz', 'type': 'Noun'}, {'input': 'sırlarımı', 'root': 'sır', 'type': 'Noun'}, {'input': 'sırlarımı', 'root': 'sır', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'aldanış', 'root': 'aldanmak', 'type': 'Verb'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}]"
12.09.1974 / Konya,"[{'input': '12.09.1974', 'root': '12.09.1974', 'type': 'Numeral'}, {'input': '/', 'root': '/', 'type': 'Punctuation'}, {'input': 'Konya', 'root': 'Konya', 'type': 'Noun'}]"
"nasıl sevmekse acı çektirir,","[{'input': 'nasıl', 'root': 'nasıl', 'type': 'Adjective'}, {'input': 'nasıl', 'root': 'nasıl', 'type': 'Adverb'}, {'input': 'sevmekse', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'çektirir', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çektirir', 'root': 'çekmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Çorak tarla gibidir umut ektirir,","[{'input': 'Çorak', 'root': 'çorak', 'type': 'Adjective'}, {'input': 'Çorak', 'root': 'çorak', 'type': 'Noun'}, {'input': 'tarla', 'root': 'tar', 'type': 'Noun'}, {'input': 'tarla', 'root': 'tarla', 'type': 'Noun'}, {'input': 'gibidir', 'root': 'gibi', 'type': 'PostPositive'}, {'input': 'gibidir', 'root': 'gibi', 'type': 'PostPositive'}, {'input': 'umut', 'root': 'Umut', 'type': 'Noun'}, {'input': 'umut', 'root': 'umut', 'type': 'Noun'}, {'input': 'ektirir', 'root': 'ekmek', 'type': 'Verb'}, {'input': 'ektirir', 'root': 'ekmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Yıllar yılı hep içim içimi kemirir,","[{'input': 'Yıllar', 'root': 'yıllamak', 'type': 'Verb'}, {'input': 'Yıllar', 'root': 'yıllamak', 'type': 'Verb'}, {'input': 'Yıllar', 'root': 'yıl', 'type': 'Noun'}, {'input': 'Yıllar', 'root': 'yıl', 'type': 'Noun'}, {'input': 'yılı', 'root': 'yıl', 'type': 'Noun'}, {'input': 'yılı', 'root': 'yıl', 'type': 'Noun'}, {'input': 'hep', 'root': 'hep', 'type': 'Adverb'}, {'input': 'içim', 'root': 'içim', 'type': 'Adjective'}, {'input': 'içim', 'root': 'iç', 'type': 'Noun'}, {'input': 'içim', 'root': 'içim', 'type': 'Noun'}, {'input': 'içim', 'root': 'iç', 'type': 'Adjective'}, {'input': 'içim', 'root': 'iç', 'type': 'Adjective'}, {'input': 'içim', 'root': 'iç', 'type': 'Noun'}, {'input': 'içimi', 'root': 'iç', 'type': 'Noun'}, {'input': 'içimi', 'root': 'içim', 'type': 'Noun'}, {'input': 'içimi', 'root': 'içim', 'type': 'Noun'}, {'input': 'içimi', 'root': 'iç', 'type': 'Adjective'}, {'input': 'içimi', 'root': 'içim', 'type': 'Adjective'}, {'input': 'içimi', 'root': 'içim', 'type': 'Adjective'}, {'input': 'kemirir', 'root': 'kemirmek', 'type': 'Verb'}, {'input': 'kemirir', 'root': 'kemirmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
nasıl sevmekse acı çektirir.,"[{'input': 'nasıl', 'root': 'nasıl', 'type': 'Adjective'}, {'input': 'nasıl', 'root': 'nasıl', 'type': 'Adverb'}, {'input': 'sevmekse', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'çektirir', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çektirir', 'root': 'çekmek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"tebessümler yetmiyor,","[{'input': 'tebessümler', 'root': 'Tebessüm', 'type': 'Noun'}, {'input': 'tebessümler', 'root': 'tebessüm', 'type': 'Noun'}, {'input': 'tebessümler', 'root': 'Tebessüm', 'type': 'Noun'}, {'input': 'tebessümler', 'root': 'tebessüm', 'type': 'Noun'}, {'input': 'yetmiyor', 'root': 'yetmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Hayalin, göz önünden gitmiyor,","[{'input': 'Hayalin', 'root': 'hayal', 'type': 'Noun'}, {'input': 'Hayalin', 'root': 'hayal', 'type': 'Noun'}, {'input': 'Hayalin', 'root': 'Hayali', 'type': 'Noun'}, {'input': 'Hayalin', 'root': 'hayalî', 'type': 'Noun'}, {'input': 'Hayalin', 'root': 'hayalî', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'göz', 'root': 'göz', 'type': 'Noun'}, {'input': 'önünden', 'root': 'önünden', 'type': 'Adverb'}, {'input': 'önünden', 'root': 'ön', 'type': 'Noun'}, {'input': 'önünden', 'root': 'ön', 'type': 'Noun'}, {'input': 'önünden', 'root': 'ön', 'type': 'Adjective'}, {'input': 'önünden', 'root': 'ön', 'type': 'Adjective'}, {'input': 'gitmiyor', 'root': 'gitmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Yazdığın şiirlere, eller diyor,","[{'input': 'Yazdığın', 'root': 'yazmak', 'type': 'Verb'}, {'input': 'Yazdığın', 'root': 'yazmak', 'type': 'Verb'}, {'input': 'Yazdığın', 'root': 'yazmak', 'type': 'Verb'}, {'input': 'şiirlere', 'root': 'şiir', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'eller', 'root': 'ellemek', 'type': 'Verb'}, {'input': 'eller', 'root': 'ellemek', 'type': 'Verb'}, {'input': 'eller', 'root': 'el', 'type': 'Noun'}, {'input': 'eller', 'root': 'el', 'type': 'Noun'}, {'input': 'diyor', 'root': 'demek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
nasıl sevmekse acı çektirir...,"[{'input': 'nasıl', 'root': 'nasıl', 'type': 'Adjective'}, {'input': 'nasıl', 'root': 'nasıl', 'type': 'Adverb'}, {'input': 'sevmekse', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'çektirir', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çektirir', 'root': 'çekmek', 'type': 'Verb'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
Açlık Ordusu Kaptanı Bize Örnek Olandır! .,"[{'input': 'Açlık', 'root': 'açlık', 'type': 'Noun'}, {'input': 'Açlık', 'root': 'aç', 'type': 'Adjective'}, {'input': 'Ordusu', 'root': 'ordu', 'type': 'Noun'}, {'input': 'Ordusu', 'root': 'Ordu', 'type': 'Noun'}, {'input': 'Kaptanı', 'root': 'kaptan', 'type': 'Noun'}, {'input': 'Kaptanı', 'root': 'kaptan', 'type': 'Noun'}, {'input': 'Bize', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'Bize', 'root': 'biz', 'type': 'Noun'}, {'input': 'Bize', 'root': 'Bize', 'type': 'Noun'}, {'input': 'Örnek', 'root': 'örnek', 'type': 'Adjective'}, {'input': 'Örnek', 'root': 'örnek', 'type': 'Noun'}, {'input': 'Örnek', 'root': 'Örnek', 'type': 'Noun'}, {'input': 'Olandır', 'root': 'o', 'type': 'Adjective'}, {'input': 'Olandır', 'root': 'olmak', 'type': 'Verb'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
doğrularak düşündüğümüz noktalarla! .,"[{'input': 'doğrularak', 'root': 'doğrulmak', 'type': 'Verb'}, {'input': 'düşündüğümüz', 'root': 'düşünmek', 'type': 'Verb'}, {'input': 'düşündüğümüz', 'root': 'düşünmek', 'type': 'Verb'}, {'input': 'noktalarla', 'root': 'nokta', 'type': 'Noun'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Düşündüğümüz noktalarla; dünyayı keşfet! .,"[{'input': 'Düşündüğümüz', 'root': 'düşünmek', 'type': 'Verb'}, {'input': 'Düşündüğümüz', 'root': 'düşünmek', 'type': 'Verb'}, {'input': 'noktalarla', 'root': 'nokta', 'type': 'Noun'}, {'input': ';', 'root': ';', 'type': 'Punctuation'}, {'input': 'dünyayı', 'root': 'Dünya', 'type': 'Noun'}, {'input': 'dünyayı', 'root': 'dünya', 'type': 'Noun'}, {'input': 'keşfet', 'root': 'keşfetmek', 'type': 'Verb'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Acı yok! Olmamalıdır acı insana! . ŞÜKÜR! .,"[{'input': 'Acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'Acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'Acı', 'root': 'A', 'type': 'Noun'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': 'Olmamalıdır', 'root': 'olmak', 'type': 'Verb'}, {'input': 'Olmamalıdır', 'root': 'olmak', 'type': 'Verb'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'insana', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'insana', 'root': 'insan', 'type': 'Noun'}, {'input': 'insana', 'root': 'insan', 'type': 'Adjective'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': 'ŞÜKÜR', 'root': 'şükür', 'type': 'Noun'}, {'input': 'ŞÜKÜR', 'root': 'Şükür', 'type': 'Noun'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Acı yok olsun; hakkını vere vere sevene! .,"[{'input': 'Acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'Acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'Acı', 'root': 'A', 'type': 'Noun'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': 'olsun', 'root': 'olmak', 'type': 'Verb'}, {'input': ';', 'root': ';', 'type': 'Punctuation'}, {'input': 'hakkını', 'root': 'Hakk', 'type': 'Noun'}, {'input': 'hakkını', 'root': 'Hakk', 'type': 'Noun'}, {'input': 'hakkını', 'root': 'Hak', 'type': 'Noun'}, {'input': 'hakkını', 'root': 'Hak', 'type': 'Noun'}, {'input': 'hakkını', 'root': 'hak', 'type': 'Noun'}, {'input': 'hakkını', 'root': 'hak', 'type': 'Noun'}, {'input': 'vere', 'root': 'vermek', 'type': 'Verb'}, {'input': 'vere', 'root': 'vere', 'type': 'Noun'}, {'input': 'vere', 'root': 'vermek', 'type': 'Verb'}, {'input': 'vere', 'root': 'vere', 'type': 'Noun'}, {'input': 'sevene', 'root': 'Seven', 'type': 'Noun'}, {'input': 'sevene', 'root': 'sevmek', 'type': 'Verb'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
{23 Mart 2013 Cumartesi 03:17:27},"[{'input': '{', 'root': '{', 'type': 'Punctuation'}, {'input': '23', 'root': '23', 'type': 'Numeral'}, {'input': 'Mart', 'root': 'Mart', 'type': 'Noun'}, {'input': 'Mart', 'root': 'mart', 'type': 'Noun'}, {'input': '2013', 'root': '2013', 'type': 'Numeral'}, {'input': 'Cumartesi', 'root': 'cumartesi', 'type': 'Noun'}, {'input': '}', 'root': '}', 'type': 'Punctuation'}]"
"Buluşamadım yaz ile,","[{'input': 'Buluşamadım', 'root': 'buluşmak', 'type': 'Verb'}, {'input': 'yaz', 'root': 'yazmak', 'type': 'Verb'}, {'input': 'yaz', 'root': 'yaz', 'type': 'Noun'}, {'input': 'ile', 'root': 'ile', 'type': 'Conjunction'}, {'input': 'ile', 'root': 'ile', 'type': 'PostPositive'}, {'input': 'ile', 'root': 'ilmek', 'type': 'Verb'}, {'input': 'ile', 'root': 'il', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Dualar ettim saz ile,","[{'input': 'Dualar', 'root': 'dua', 'type': 'Noun'}, {'input': 'Dualar', 'root': 'dua', 'type': 'Noun'}, {'input': 'ettim', 'root': 'etmek', 'type': 'Verb'}, {'input': 'ettim', 'root': 'et', 'type': 'Noun'}, {'input': 'saz', 'root': 'saz', 'type': 'Adjective'}, {'input': 'saz', 'root': 'saz', 'type': 'Noun'}, {'input': 'ile', 'root': 'ile', 'type': 'Conjunction'}, {'input': 'ile', 'root': 'ile', 'type': 'PostPositive'}, {'input': 'ile', 'root': 'ilmek', 'type': 'Verb'}, {'input': 'ile', 'root': 'il', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Duyulmayan avaz ile,","[{'input': 'Duyulmayan', 'root': 'duymak', 'type': 'Verb'}, {'input': 'avaz', 'root': 'avaz', 'type': 'Noun'}, {'input': 'ile', 'root': 'ile', 'type': 'Conjunction'}, {'input': 'ile', 'root': 'ile', 'type': 'PostPositive'}, {'input': 'ile', 'root': 'ilmek', 'type': 'Verb'}, {'input': 'ile', 'root': 'il', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
acı şarkılar çıktı...,"[{'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şarkı', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'Şark', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şark', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şarkı', 'type': 'Noun'}, {'input': 'çıktı', 'root': 'çıkmak', 'type': 'Verb'}, {'input': 'çıktı', 'root': 'çıktı', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
"Acı işledi özüme,","[{'input': 'Acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'Acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'Acı', 'root': 'A', 'type': 'Noun'}, {'input': 'işledi', 'root': 'işlemek', 'type': 'Verb'}, {'input': 'özüme', 'root': 'öz', 'type': 'Noun'}, {'input': 'özüme', 'root': 'öz', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Ağıtlar düştü sözüme,","[{'input': 'Ağıtlar', 'root': 'ağıt', 'type': 'Noun'}, {'input': 'Ağıtlar', 'root': 'ağıt', 'type': 'Noun'}, {'input': 'düştü', 'root': 'düşmek', 'type': 'Verb'}, {'input': 'düştü', 'root': 'düş', 'type': 'Noun'}, {'input': 'sözüme', 'root': 'söz', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Yumruk vururken dizime,","[{'input': 'Yumruk', 'root': 'yumruk', 'type': 'Noun'}, {'input': 'vururken', 'root': 'vurmak', 'type': 'Verb'}, {'input': 'dizime', 'root': 'diz', 'type': 'Noun'}, {'input': 'dizime', 'root': 'dizi', 'type': 'Noun'}, {'input': 'dizime', 'root': 'dizim', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
acı şarkılar çıktı.,"[{'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şarkı', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'Şark', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şark', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şarkı', 'type': 'Noun'}, {'input': 'çıktı', 'root': 'çıkmak', 'type': 'Verb'}, {'input': 'çıktı', 'root': 'çıktı', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Gözyaşı oldu notası,","[{'input': 'Gözyaşı', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'Gözyaşı', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'oldu', 'root': 'olmak', 'type': 'Verb'}, {'input': 'notası', 'root': 'nota', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Gönlümde gizli datası,","[{'input': 'Gönlümde', 'root': 'gönül', 'type': 'Noun'}, {'input': 'Gönlümde', 'root': 'gön', 'type': 'Noun'}, {'input': 'gizli', 'root': 'gizli', 'type': 'Adjective'}, {'input': 'gizli', 'root': 'gizli', 'type': 'Adverb'}, {'input': 'gizli', 'root': 'giz', 'type': 'Noun'}, {'input': 'datası', 'root': 'data', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Hüzün doludur ötesi,","[{'input': 'Hüzün', 'root': 'hüzün', 'type': 'Noun'}, {'input': 'doludur', 'root': 'dolu', 'type': 'Adjective'}, {'input': 'doludur', 'root': 'dolu', 'type': 'Noun'}, {'input': 'doludur', 'root': 'do', 'type': 'Noun'}, {'input': 'ötesi', 'root': 'ötmek', 'type': 'Verb'}, {'input': 'ötesi', 'root': 'öte', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
acı şarkılar çıktı.,"[{'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şarkı', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'Şark', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şark', 'type': 'Noun'}, {'input': 'şarkılar', 'root': 'şarkı', 'type': 'Noun'}, {'input': 'çıktı', 'root': 'çıkmak', 'type': 'Verb'}, {'input': 'çıktı', 'root': 'çıktı', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Fısıldadı seher yeli,","[{'input': 'Fısıldadı', 'root': 'fısıldamak', 'type': 'Verb'}, {'input': 'seher', 'root': 'seher', 'type': 'Noun'}, {'input': 'seher', 'root': 'Seher', 'type': 'Noun'}, {'input': 'yeli', 'root': 'yel', 'type': 'Noun'}, {'input': 'yeli', 'root': 'yel', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
