original_line,processed
avuç hüzün kaldı,"[{'input': 'avuç', 'root': 'avuç', 'type': 'Noun'}, {'input': 'avuç', 'root': 'avuç', 'type': 'Noun'}, {'input': 'hüzün', 'root': 'hüzün', 'type': 'Noun'}, {'input': 'kaldı', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'kaldı', 'root': 'kal', 'type': 'Noun'}]"
eskimiş sevgilerden,"[{'input': 'eskimiş', 'root': 'eskimek', 'type': 'Verb'}, {'input': 'eskimiş', 'root': 'eskimek', 'type': 'Verb'}, {'input': 'sevgilerden', 'root': 'sevgi', 'type': 'Noun'}]"
sevmek dediğin nedir,"[{'input': 'sevmek', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'dediğin', 'root': 'demek', 'type': 'Verb'}, {'input': 'dediğin', 'root': 'demek', 'type': 'Verb'}, {'input': 'dediğin', 'root': 'demek', 'type': 'Verb'}, {'input': 'nedir', 'root': 'ne', 'type': 'Adjective'}, {'input': 'nedir', 'root': 'Ne', 'type': 'Noun'}, {'input': 'nedir', 'root': 'ne', 'type': 'Pronoun'}, {'input': 'nedir', 'root': 'ne', 'type': 'Noun'}]"
keder acı değil,"[{'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}]"
bırak git haydi,"[{'input': 'bırak', 'root': 'bırakmak', 'type': 'Verb'}, {'input': 'bırak', 'root': 'Bırak', 'type': 'Noun'}, {'input': 'git', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'haydi', 'root': 'haydi', 'type': 'Adverb'}, {'input': 'haydi', 'root': 'haydi', 'type': 'Interjection'}]"
kimse kalmadı zaten,"[{'input': 'kimse', 'root': 'kimse', 'type': 'Noun'}, {'input': 'kimse', 'root': 'kimse', 'type': 'Pronoun'}, {'input': 'kimse', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'kalmadı', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'zaten', 'root': 'zaten', 'type': 'Adverb'}]"
Seven sevseydi,"[{'input': 'Seven', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'Seven', 'root': 'Seven', 'type': 'Noun'}, {'input': 'sevseydi', 'root': 'sevmek', 'type': 'Verb'}]"
isteseydi kader,"[{'input': 'isteseydi', 'root': 'istemek', 'type': 'Verb'}, {'input': 'kader', 'root': 'Kader', 'type': 'Noun'}, {'input': 'kader', 'root': 'kader', 'type': 'Noun'}]"
Olmazdı bunca keder,"[{'input': 'Olmazdı', 'root': 'olmak', 'type': 'Verb'}, {'input': 'Olmazdı', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'Olmazdı', 'root': 'olmaz', 'type': 'Noun'}, {'input': 'bunca', 'root': 'bunca', 'type': 'Adjective'}, {'input': 'bunca', 'root': 'bunca', 'type': 'Adverb'}, {'input': 'bunca', 'root': 'bun', 'type': 'Noun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}]"
"Bilirsin seninle muhabbet ömre bedel,","[{'input': 'Bilirsin', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'Bilirsin', 'root': 'bilir', 'type': 'Adjective'}, {'input': 'Bilirsin', 'root': 'Bilir', 'type': 'Noun'}, {'input': 'seninle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'muhabbet', 'root': 'muhabbet', 'type': 'Noun'}, {'input': 'muhabbet', 'root': 'Muhabbet', 'type': 'Noun'}, {'input': 'ömre', 'root': 'ömür', 'type': 'Noun'}, {'input': 'bedel', 'root': 'bedel', 'type': 'Adjective'}, {'input': 'bedel', 'root': 'bedel', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Ezelden beri hayat senle geçseydi güzel...,"[{'input': 'Ezelden', 'root': 'ezel', 'type': 'Noun'}, {'input': 'beri', 'root': 'beri', 'type': 'Adverb'}, {'input': 'beri', 'root': 'beri', 'type': 'PostPositive'}, {'input': 'beri', 'root': 'beri', 'type': 'Adjective'}, {'input': 'beri', 'root': 'beri', 'type': 'Noun'}, {'input': 'beri', 'root': 'beri', 'type': 'Noun'}, {'input': 'beri', 'root': 'Beri', 'type': 'Noun'}, {'input': 'hayat', 'root': 'hayat', 'type': 'Noun'}, {'input': 'senle', 'root': 'se', 'type': 'Noun'}, {'input': 'senle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'geçseydi', 'root': 'geçmek', 'type': 'Verb'}, {'input': 'güzel', 'root': 'güzel', 'type': 'Adjective'}, {'input': 'güzel', 'root': 'güzel', 'type': 'Adverb'}, {'input': 'güzel', 'root': 'güzel', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
"karşımda dur aşkını sun dilinle,","[{'input': 'karşımda', 'root': 'karşı', 'type': 'Noun'}, {'input': 'karşımda', 'root': 'karşı', 'type': 'Adjective'}, {'input': 'dur', 'root': 'durmak', 'type': 'Verb'}, {'input': 'aşkını', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkını', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkını', 'root': 'Aşkın', 'type': 'Noun'}, {'input': 'aşkını', 'root': 'Aşkın', 'type': 'Noun'}, {'input': 'aşkını', 'root': 'aşkın', 'type': 'Adjective'}, {'input': 'aşkını', 'root': 'aşkın', 'type': 'Adjective'}, {'input': 'sun', 'root': 'sunmak', 'type': 'Verb'}, {'input': 'dilinle', 'root': 'dil', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Bakışların kaçırma gözle konuş benimle.,"[{'input': 'Bakışların', 'root': 'bakış', 'type': 'Noun'}, {'input': 'Bakışların', 'root': 'bakış', 'type': 'Noun'}, {'input': 'Bakışların', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'Bakışların', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'kaçırma', 'root': 'kaçırmak', 'type': 'Verb'}, {'input': 'kaçırma', 'root': 'kaçırmak', 'type': 'Verb'}, {'input': 'gözle', 'root': 'gözlemek', 'type': 'Verb'}, {'input': 'gözle', 'root': 'göz', 'type': 'Noun'}, {'input': 'konuş', 'root': 'konuşmak', 'type': 'Verb'}, {'input': 'konuş', 'root': 'konmak', 'type': 'Verb'}, {'input': 'benimle', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benimle', 'root': 'ben', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Gözlerindeki sevda Allahtan lütuftur,","[{'input': 'Gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'Gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'Gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'Gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'sevda', 'root': 'sevda', 'type': 'Noun'}, {'input': 'sevda', 'root': 'Sevda', 'type': 'Noun'}, {'input': 'Allahtan', 'root': 'allahtan', 'type': 'Adverb'}, {'input': 'Allahtan', 'root': 'Allah', 'type': 'Noun'}, {'input': 'lütuftur', 'root': 'lütuf', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Bakışındaki hüznün gerisinde umuttur.,"[{'input': 'Bakışındaki', 'root': 'bakış', 'type': 'Noun'}, {'input': 'Bakışındaki', 'root': 'bakış', 'type': 'Noun'}, {'input': 'Bakışındaki', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'Bakışındaki', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'hüznün', 'root': 'hüzün', 'type': 'Noun'}, {'input': 'hüznün', 'root': 'hüzün', 'type': 'Noun'}, {'input': 'gerisinde', 'root': 'geri', 'type': 'Noun'}, {'input': 'gerisinde', 'root': 'geri', 'type': 'Adjective'}, {'input': 'umuttur', 'root': 'Umut', 'type': 'Noun'}, {'input': 'umuttur', 'root': 'umut', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Umudu ekmek kutsal bilir fukara,","[{'input': 'Umudu', 'root': 'umut', 'type': 'Noun'}, {'input': 'Umudu', 'root': 'umut', 'type': 'Noun'}, {'input': 'ekmek', 'root': 'Ekmek', 'type': 'Noun'}, {'input': 'ekmek', 'root': 'ekmek', 'type': 'Noun'}, {'input': 'ekmek', 'root': 'ekmek', 'type': 'Verb'}, {'input': 'kutsal', 'root': 'kutsal', 'type': 'Adjective'}, {'input': 'kutsal', 'root': 'Kutsal', 'type': 'Noun'}, {'input': 'kutsal', 'root': 'kut', 'type': 'Noun'}, {'input': 'bilir', 'root': 'bilir', 'type': 'Adjective'}, {'input': 'bilir', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilir', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilir', 'root': 'Bilir', 'type': 'Noun'}, {'input': 'fukara', 'root': 'fukara', 'type': 'Adjective'}, {'input': 'fukara', 'root': 'fukara', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Benimde hasretimdir gözlerindeki kara.,"[{'input': 'Benimde', 'root': 'ben', 'type': 'Noun'}, {'input': 'hasretimdir', 'root': 'hasret', 'type': 'Noun'}, {'input': 'hasretimdir', 'root': 'hasret', 'type': 'Noun'}, {'input': 'hasretimdir', 'root': 'Hasret', 'type': 'Noun'}, {'input': 'hasretimdir', 'root': 'Hasret', 'type': 'Noun'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'kara', 'root': 'kara', 'type': 'Adjective'}, {'input': 'kara', 'root': 'karmak', 'type': 'Verb'}, {'input': 'kara', 'root': 'karamak', 'type': 'Verb'}, {'input': 'kara', 'root': 'kar', 'type': 'Noun'}, {'input': 'kara', 'root': 'kâr', 'type': 'Noun'}, {'input': 'kara', 'root': 'kara', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"tek kara gözlerin beni etti derbeder,","[{'input': 'tek', 'root': 'tek', 'type': 'Adverb'}, {'input': 'tek', 'root': 'tek', 'type': 'Adjective'}, {'input': 'tek', 'root': 'tek', 'type': 'Noun'}, {'input': 'kara', 'root': 'kara', 'type': 'Adjective'}, {'input': 'kara', 'root': 'karmak', 'type': 'Verb'}, {'input': 'kara', 'root': 'karamak', 'type': 'Verb'}, {'input': 'kara', 'root': 'kar', 'type': 'Noun'}, {'input': 'kara', 'root': 'kâr', 'type': 'Noun'}, {'input': 'kara', 'root': 'kara', 'type': 'Noun'}, {'input': 'gözlerin', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerin', 'root': 'göz', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'etti', 'root': 'etmek', 'type': 'Verb'}, {'input': 'etti', 'root': 'et', 'type': 'Noun'}, {'input': 'derbeder', 'root': 'derbeder', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Sol yanımda sızı bana yükledi keder.,"[{'input': 'Sol', 'root': 'sol', 'type': 'Adjective'}, {'input': 'Sol', 'root': 'solmak', 'type': 'Verb'}, {'input': 'Sol', 'root': 'sol', 'type': 'Noun'}, {'input': 'yanımda', 'root': 'yan', 'type': 'Noun'}, {'input': 'sızı', 'root': 'sızı', 'type': 'Noun'}, {'input': 'bana', 'root': 'banmak', 'type': 'Verb'}, {'input': 'bana', 'root': 'Ba', 'type': 'Noun'}, {'input': 'bana', 'root': 'ban', 'type': 'Noun'}, {'input': 'bana', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'yükledi', 'root': 'yüklemek', 'type': 'Verb'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"keder yaşamaktan beni vazgeçirecek,","[{'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': 'yaşamaktan', 'root': 'yaşamak', 'type': 'Verb'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'vazgeçirecek', 'root': 'vazgeçirmek', 'type': 'Verb'}, {'input': 'vazgeçirecek', 'root': 'vazgeçirmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Uykuda kalmış beni hançerleyecek.,"[{'input': 'Uykuda', 'root': 'uyku', 'type': 'Noun'}, {'input': 'kalmış', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'kalmış', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'kalmış', 'root': 'kal', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'hançerleyecek', 'root': 'hançerlemek', 'type': 'Verb'}, {'input': 'hançerleyecek', 'root': 'hançerlemek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"halde boşluktayım seni arar gezerim,","[{'input': 'halde', 'root': 'hal', 'type': 'Noun'}, {'input': 'halde', 'root': 'hal', 'type': 'Noun'}, {'input': 'halde', 'root': 'hâl', 'type': 'Noun'}, {'input': 'boşluktayım', 'root': 'boşluk', 'type': 'Noun'}, {'input': 'boşluktayım', 'root': 'boş', 'type': 'Adjective'}, {'input': 'seni', 'root': 'se', 'type': 'Noun'}, {'input': 'seni', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'arar', 'root': 'aramak', 'type': 'Verb'}, {'input': 'arar', 'root': 'aramak', 'type': 'Verb'}, {'input': 'arar', 'root': 'Arar', 'type': 'Noun'}, {'input': 'gezerim', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gezerim', 'root': 'Gezer', 'type': 'Noun'}, {'input': 'gezerim', 'root': 'Gezer', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Karanlık gecelerde kaçıyor uykularım,","[{'input': 'Karanlık', 'root': 'karanlık', 'type': 'Adjective'}, {'input': 'Karanlık', 'root': 'karanlık', 'type': 'Noun'}, {'input': 'Karanlık', 'root': 'Karanlık', 'type': 'Noun'}, {'input': 'Karanlık', 'root': 'karmak', 'type': 'Verb'}, {'input': 'gecelerde', 'root': 'gece', 'type': 'Noun'}, {'input': 'kaçıyor', 'root': 'kaçmak', 'type': 'Verb'}, {'input': 'uykularım', 'root': 'uyku', 'type': 'Noun'}, {'input': 'uykularım', 'root': 'uyku', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Ruhum uykuda olsa yüreğim senle atar,","[{'input': 'Ruhum', 'root': 'ruh', 'type': 'Noun'}, {'input': 'Ruhum', 'root': 'ruh', 'type': 'Noun'}, {'input': 'uykuda', 'root': 'uyku', 'type': 'Noun'}, {'input': 'olsa', 'root': 'olmak', 'type': 'Verb'}, {'input': 'yüreğim', 'root': 'yürek', 'type': 'Noun'}, {'input': 'yüreğim', 'root': 'yürek', 'type': 'Noun'}, {'input': 'senle', 'root': 'se', 'type': 'Noun'}, {'input': 'senle', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'atar', 'root': 'atmak', 'type': 'Verb'}, {'input': 'atar', 'root': 'atmak', 'type': 'Verb'}, {'input': 'atar', 'root': 'atamak', 'type': 'Verb'}, {'input': 'atar', 'root': 'atamak', 'type': 'Verb'}, {'input': 'atar', 'root': 'Atar', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Bilesin senin elim hep şiir yazar.,"[{'input': 'Bilesin', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'Bilesin', 'root': 'bilemek', 'type': 'Verb'}, {'input': 'Bilesin', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'senin', 'root': 'Se', 'type': 'Noun'}, {'input': 'senin', 'root': 'se', 'type': 'Noun'}, {'input': 'senin', 'root': 'se', 'type': 'Noun'}, {'input': 'senin', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'elim', 'root': 'elim', 'type': 'Adjective'}, {'input': 'elim', 'root': 'el', 'type': 'Noun'}, {'input': 'elim', 'root': 'el', 'type': 'Noun'}, {'input': 'hep', 'root': 'hep', 'type': 'Adverb'}, {'input': 'şiir', 'root': 'şiir', 'type': 'Noun'}, {'input': 'yazar', 'root': 'yazar', 'type': 'Adjective'}, {'input': 'yazar', 'root': 'yazmak', 'type': 'Verb'}, {'input': 'yazar', 'root': 'yazmak', 'type': 'Verb'}, {'input': 'yazar', 'root': 'yazar', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Gel gör haldeyim oldum artık derbeder,"[{'input': 'Gel', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gör', 'root': 'görmek', 'type': 'Verb'}, {'input': 'haldeyim', 'root': 'hal', 'type': 'Noun'}, {'input': 'haldeyim', 'root': 'hal', 'type': 'Noun'}, {'input': 'haldeyim', 'root': 'hâl', 'type': 'Noun'}, {'input': 'oldum', 'root': 'olmak', 'type': 'Verb'}, {'input': 'artık', 'root': 'artık', 'type': 'Adjective'}, {'input': 'artık', 'root': 'artık', 'type': 'Adverb'}, {'input': 'artık', 'root': 'artık', 'type': 'Noun'}, {'input': 'derbeder', 'root': 'derbeder', 'type': 'Adjective'}]"
gün güldürse beni gün ağlatır kader.,"[{'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'güldürse', 'root': 'güldürmek', 'type': 'Verb'}, {'input': 'güldürse', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'ağlatır', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'ağlatır', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'kader', 'root': 'Kader', 'type': 'Noun'}, {'input': 'kader', 'root': 'kader', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"günüm ayrı der,her günüm ayrı keder","[{'input': 'günüm', 'root': 'gün', 'type': 'Noun'}, {'input': 'günüm', 'root': 'günü', 'type': 'Noun'}, {'input': 'günüm', 'root': 'gün', 'type': 'Noun'}, {'input': 'ayrı', 'root': 'ayrı', 'type': 'Adjective'}, {'input': 'ayrı', 'root': 'ayrı', 'type': 'Adverb'}, {'input': 'der', 'root': 'demek', 'type': 'Verb'}, {'input': 'der', 'root': 'dermek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'her', 'root': 'her', 'type': 'Adjective'}, {'input': 'her', 'root': 'her', 'type': 'Determiner'}, {'input': 'günüm', 'root': 'gün', 'type': 'Noun'}, {'input': 'günüm', 'root': 'günü', 'type': 'Noun'}, {'input': 'günüm', 'root': 'gün', 'type': 'Noun'}, {'input': 'ayrı', 'root': 'ayrı', 'type': 'Adjective'}, {'input': 'ayrı', 'root': 'ayrı', 'type': 'Adverb'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}]"
gün güldürse beni gün ağlatır kader.,"[{'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'güldürse', 'root': 'güldürmek', 'type': 'Verb'}, {'input': 'güldürse', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'ağlatır', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'ağlatır', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'kader', 'root': 'Kader', 'type': 'Noun'}, {'input': 'kader', 'root': 'kader', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
..........................................25.11.2009...İSTANBUL.........,"[{'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '25.11.2009', 'root': '25.11.2009', 'type': 'Numeral'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': 'İSTANBUL', 'root': 'İstanbul', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}]"
"Ureyimde varsan keder,","[{'input': 'varsan', 'root': 'varmak', 'type': 'Verb'}, {'input': 'varsan', 'root': 'var', 'type': 'Adjective'}, {'input': 'varsan', 'root': 'var', 'type': 'Noun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Deki onda kederinle bogularsan.,"[{'input': 'Deki', 'root': 'dek', 'type': 'Noun'}, {'input': 'Deki', 'root': 'dek', 'type': 'Noun'}, {'input': 'onda', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onda', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onda', 'root': 'o', 'type': 'Adjective'}, {'input': 'onda', 'root': 'on', 'type': 'Numeral'}, {'input': 'kederinle', 'root': 'keder', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Ureyimde varsan umid,","[{'input': 'varsan', 'root': 'varmak', 'type': 'Verb'}, {'input': 'varsan', 'root': 'var', 'type': 'Adjective'}, {'input': 'varsan', 'root': 'var', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Deki onda omrun boyu yorularsan.,"[{'input': 'Deki', 'root': 'dek', 'type': 'Noun'}, {'input': 'Deki', 'root': 'dek', 'type': 'Noun'}, {'input': 'onda', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onda', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onda', 'root': 'o', 'type': 'Adjective'}, {'input': 'onda', 'root': 'on', 'type': 'Numeral'}, {'input': 'boyu', 'root': 'boy', 'type': 'Noun'}, {'input': 'boyu', 'root': 'boy', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Sorma yanar yüreğim,","[{'input': 'Sorma', 'root': 'sormak', 'type': 'Verb'}, {'input': 'Sorma', 'root': 'sormak', 'type': 'Verb'}, {'input': 'yanar', 'root': 'yanmak', 'type': 'Verb'}, {'input': 'yanar', 'root': 'yanmak', 'type': 'Verb'}, {'input': 'yanar', 'root': 'Yanar', 'type': 'Noun'}, {'input': 'yüreğim', 'root': 'yürek', 'type': 'Noun'}, {'input': 'yüreğim', 'root': 'yürek', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Sızısı dinmez, gönül sancısı","[{'input': 'Sızısı', 'root': 'sızı', 'type': 'Noun'}, {'input': 'dinmez', 'root': 'dinmek', 'type': 'Verb'}, {'input': 'dinmez', 'root': 'dinmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'gönül', 'root': 'Gönül', 'type': 'Noun'}, {'input': 'gönül', 'root': 'gönül', 'type': 'Noun'}, {'input': 'sancısı', 'root': 'sancı', 'type': 'Noun'}, {'input': 'sancısı', 'root': 'san', 'type': 'Noun'}]"
Hasretleri toprağa gömmek mi? Değil,"[{'input': 'Hasretleri', 'root': 'hasret', 'type': 'Noun'}, {'input': 'Hasretleri', 'root': 'hasret', 'type': 'Noun'}, {'input': 'Hasretleri', 'root': 'hasret', 'type': 'Noun'}, {'input': 'Hasretleri', 'root': 'hasret', 'type': 'Noun'}, {'input': 'Hasretleri', 'root': 'Hasret', 'type': 'Noun'}, {'input': 'Hasretleri', 'root': 'Hasret', 'type': 'Noun'}, {'input': 'Hasretleri', 'root': 'Hasret', 'type': 'Noun'}, {'input': 'Hasretleri', 'root': 'Hasret', 'type': 'Noun'}, {'input': 'toprağa', 'root': 'toprak', 'type': 'Noun'}, {'input': 'toprağa', 'root': 'toprak', 'type': 'Adjective'}, {'input': 'gömmek', 'root': 'gömmek', 'type': 'Verb'}, {'input': 'mi', 'root': 'mi', 'type': 'Question'}, {'input': 'mi', 'root': 'Mi', 'type': 'Noun'}, {'input': 'mi', 'root': 'mi', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}, {'input': 'Değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'Değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'Değil', 'root': 'değmek', 'type': 'Verb'}]"
"can canda can bulmazsa,","[{'input': 'can', 'root': 'can', 'type': 'Adjective'}, {'input': 'can', 'root': 'Can', 'type': 'Noun'}, {'input': 'can', 'root': 'can', 'type': 'Noun'}, {'input': 'canda', 'root': 'Can', 'type': 'Noun'}, {'input': 'canda', 'root': 'can', 'type': 'Noun'}, {'input': 'canda', 'root': 'can', 'type': 'Adjective'}, {'input': 'can', 'root': 'can', 'type': 'Adjective'}, {'input': 'can', 'root': 'Can', 'type': 'Noun'}, {'input': 'can', 'root': 'can', 'type': 'Noun'}, {'input': 'bulmazsa', 'root': 'bulmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
