original_line,processed
"Gezemedim, bağları.","[{'input': 'Gezemedim', 'root': 'gezmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Aşamadım, dağları.","[{'input': 'Aşamadım', 'root': 'aşmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Alamadım, yâri.","[{'input': 'Alamadım', 'root': 'almak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yâri', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yâri', 'root': 'yâr', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Ağlarım, ah-u zarı.","[{'input': 'Ağlarım', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'Ağlarım', 'root': 'ağ', 'type': 'Noun'}, {'input': 'Ağlarım', 'root': 'ağ', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'zarı', 'root': 'zar', 'type': 'Noun'}, {'input': 'zarı', 'root': 'zar', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Kimin derdi, kime keder.","[{'input': 'Kimin', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'Kimin', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'derdi', 'root': 'dermek', 'type': 'Verb'}, {'input': 'derdi', 'root': 'demek', 'type': 'Verb'}, {'input': 'derdi', 'root': 'dert', 'type': 'Noun'}, {'input': 'derdi', 'root': 'dert', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kime', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Herkes, kendi derdin çeker.","[{'input': 'Herkes', 'root': 'herkes', 'type': 'Pronoun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kendi', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'kendi', 'root': 'Ken', 'type': 'Noun'}, {'input': 'derdin', 'root': 'dermek', 'type': 'Verb'}, {'input': 'derdin', 'root': 'demek', 'type': 'Verb'}, {'input': 'derdin', 'root': 'dert', 'type': 'Noun'}, {'input': 'derdin', 'root': 'dert', 'type': 'Noun'}, {'input': 'çeker', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çeker', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çeker', 'root': 'çeker', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Sayarım, gün-ü ayı.","[{'input': 'Sayarım', 'root': 'saymak', 'type': 'Verb'}, {'input': 'Sayarım', 'root': 'sayamak', 'type': 'Verb'}, {'input': 'Sayarım', 'root': 'Sayar', 'type': 'Noun'}, {'input': 'Sayarım', 'root': 'Sayar', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'ayı', 'root': 'ayı', 'type': 'Interjection'}, {'input': 'ayı', 'root': 'A', 'type': 'Noun'}, {'input': 'ayı', 'root': 'Ay', 'type': 'Noun'}, {'input': 'ayı', 'root': 'Ay', 'type': 'Noun'}, {'input': 'ayı', 'root': 'ay', 'type': 'Noun'}, {'input': 'ayı', 'root': 'ay', 'type': 'Noun'}, {'input': 'ayı', 'root': 'ay', 'type': 'Noun'}, {'input': 'ayı', 'root': 'ay', 'type': 'Noun'}, {'input': 'ayı', 'root': 'ayı', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Yanar dururum, nar-ı.","[{'input': 'Yanar', 'root': 'yanmak', 'type': 'Verb'}, {'input': 'Yanar', 'root': 'yanmak', 'type': 'Verb'}, {'input': 'Yanar', 'root': 'Yanar', 'type': 'Noun'}, {'input': 'dururum', 'root': 'durmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Yanıma, kar yareler.","[{'input': 'Yanıma', 'root': 'yan', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kar', 'root': 'karmak', 'type': 'Verb'}, {'input': 'kar', 'root': 'kar', 'type': 'Noun'}, {'input': 'kar', 'root': 'kâr', 'type': 'Noun'}, {'input': 'yareler', 'root': 'yâr', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Bulunmaz ki, çareler.","[{'input': 'Bulunmaz', 'root': 'bulunmak', 'type': 'Verb'}, {'input': 'Bulunmaz', 'root': 'bulunmak', 'type': 'Verb'}, {'input': 'Bulunmaz', 'root': 'bulmak', 'type': 'Verb'}, {'input': 'Bulunmaz', 'root': 'bulmak', 'type': 'Verb'}, {'input': 'ki', 'root': 'ki', 'type': 'Conjunction'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'çareler', 'root': 'çare', 'type': 'Noun'}, {'input': 'çareler', 'root': 'çare', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Kimin derdi, kime keder.","[{'input': 'Kimin', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'Kimin', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'derdi', 'root': 'dermek', 'type': 'Verb'}, {'input': 'derdi', 'root': 'demek', 'type': 'Verb'}, {'input': 'derdi', 'root': 'dert', 'type': 'Noun'}, {'input': 'derdi', 'root': 'dert', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kime', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Herkes, kendi derdin çeker.","[{'input': 'Herkes', 'root': 'herkes', 'type': 'Pronoun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kendi', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'kendi', 'root': 'Ken', 'type': 'Noun'}, {'input': 'derdin', 'root': 'dermek', 'type': 'Verb'}, {'input': 'derdin', 'root': 'demek', 'type': 'Verb'}, {'input': 'derdin', 'root': 'dert', 'type': 'Noun'}, {'input': 'derdin', 'root': 'dert', 'type': 'Noun'}, {'input': 'çeker', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çeker', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çeker', 'root': 'çeker', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Ömrüm, heder yoluna.","[{'input': 'Ömrüm', 'root': 'ömür', 'type': 'Noun'}, {'input': 'Ömrüm', 'root': 'ömür', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'heder', 'root': 'heder', 'type': 'Noun'}, {'input': 'yoluna', 'root': 'yolunmak', 'type': 'Verb'}, {'input': 'yoluna', 'root': 'yol', 'type': 'Noun'}, {'input': 'yoluna', 'root': 'yol', 'type': 'Noun'}, {'input': 'yoluna', 'root': 'yolmak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Acın, saplı böğrüme.","[{'input': 'Acın', 'root': 'acınmak', 'type': 'Verb'}, {'input': 'Acın', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acın', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acın', 'root': 'acı', 'type': 'Noun'}, {'input': 'Acın', 'root': 'acımak', 'type': 'Verb'}, {'input': 'Acın', 'root': 'acı', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'saplı', 'root': 'sap', 'type': 'Noun'}, {'input': 'böğrüme', 'root': 'böğür', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Dilim şakrar, aşk ile.","[{'input': 'Dilim', 'root': 'dil', 'type': 'Noun'}, {'input': 'Dilim', 'root': 'dilim', 'type': 'Noun'}, {'input': 'Dilim', 'root': 'dil', 'type': 'Noun'}, {'input': 'şakrar', 'root': 'şakramak', 'type': 'Verb'}, {'input': 'şakrar', 'root': 'şakramak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'ile', 'root': 'ile', 'type': 'Conjunction'}, {'input': 'ile', 'root': 'ile', 'type': 'PostPositive'}, {'input': 'ile', 'root': 'ilmek', 'type': 'Verb'}, {'input': 'ile', 'root': 'il', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Âlem keyfde, tasa.","[{'input': 'Âlem', 'root': 'âlem', 'type': 'Noun'}, {'input': 'Âlem', 'root': 'alem', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'tasa', 'root': 'tas', 'type': 'Noun'}, {'input': 'tasa', 'root': 'tasa', 'type': 'Noun'}, {'input': 'tasa', 'root': 'tas', 'type': 'Adjective'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Kimin derdi, kime keder.","[{'input': 'Kimin', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'Kimin', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'derdi', 'root': 'dermek', 'type': 'Verb'}, {'input': 'derdi', 'root': 'demek', 'type': 'Verb'}, {'input': 'derdi', 'root': 'dert', 'type': 'Noun'}, {'input': 'derdi', 'root': 'dert', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kime', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Herkes, kendi derdin çeker.","[{'input': 'Herkes', 'root': 'herkes', 'type': 'Pronoun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kendi', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'kendi', 'root': 'Ken', 'type': 'Noun'}, {'input': 'derdin', 'root': 'dermek', 'type': 'Verb'}, {'input': 'derdin', 'root': 'demek', 'type': 'Verb'}, {'input': 'derdin', 'root': 'dert', 'type': 'Noun'}, {'input': 'derdin', 'root': 'dert', 'type': 'Noun'}, {'input': 'çeker', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çeker', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çeker', 'root': 'çeker', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
14.ARALIK.2008 İST,"[{'input': '14.', 'root': '14.', 'type': 'Numeral'}, {'input': '14.', 'root': '14.', 'type': 'Numeral'}, {'input': 'ARALIK', 'root': 'aralık', 'type': 'Adjective'}, {'input': 'ARALIK', 'root': 'aralık', 'type': 'Noun'}, {'input': 'ARALIK', 'root': 'Aralık', 'type': 'Noun'}, {'input': 'ARALIK', 'root': 'ara', 'type': 'Adjective'}, {'input': 'ARALIK', 'root': 'ara', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '2008', 'root': '2008', 'type': 'Numeral'}, {'input': 'İST', 'root': 'İst', 'type': 'Noun'}]"
Elem yok keder yok takdiri kaderdir,"[{'input': 'Elem', 'root': 'elem', 'type': 'Noun'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': 'takdiri', 'root': 'Takdir', 'type': 'Noun'}, {'input': 'takdiri', 'root': 'Takdir', 'type': 'Noun'}, {'input': 'takdiri', 'root': 'takdir', 'type': 'Noun'}, {'input': 'takdiri', 'root': 'takdir', 'type': 'Noun'}, {'input': 'kaderdir', 'root': 'Kader', 'type': 'Noun'}, {'input': 'kaderdir', 'root': 'kader', 'type': 'Noun'}]"
Kadere katlanmak mümine ru yi elzemdir,"[{'input': 'Kadere', 'root': 'Kader', 'type': 'Noun'}, {'input': 'Kadere', 'root': 'kader', 'type': 'Noun'}, {'input': 'katlanmak', 'root': 'katlanmak', 'type': 'Verb'}, {'input': 'katlanmak', 'root': 'katlamak', 'type': 'Verb'}, {'input': 'katlanmak', 'root': 'kat', 'type': 'Noun'}, {'input': 'mümine', 'root': 'mümin', 'type': 'Noun'}, {'input': 'mümine', 'root': 'Mümin', 'type': 'Noun'}, {'input': 'mümine', 'root': 'mümin', 'type': 'Adjective'}, {'input': 'ru', 'root': 'Ru', 'type': 'Noun'}, {'input': 'yi', 'root': 'Yi', 'type': 'Noun'}, {'input': 'elzemdir', 'root': 'elzem', 'type': 'Adjective'}]"
denli keder gönlümü dağlar,"[{'input': 'denli', 'root': 'denli', 'type': 'Adjective'}, {'input': 'denli', 'root': 'denli', 'type': 'Adverb'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': 'gönlümü', 'root': 'gönül', 'type': 'Noun'}, {'input': 'gönlümü', 'root': 'gön', 'type': 'Noun'}, {'input': 'dağlar', 'root': 'dağlamak', 'type': 'Verb'}, {'input': 'dağlar', 'root': 'dağlamak', 'type': 'Verb'}, {'input': 'dağlar', 'root': 'dağ', 'type': 'Noun'}, {'input': 'dağlar', 'root': 'dağ', 'type': 'Noun'}]"
"dua yok mu, yalvar yakar…","[{'input': 'dua', 'root': 'dua', 'type': 'Noun'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': 'mu', 'root': 'mu', 'type': 'Question'}, {'input': 'mu', 'root': 'Mu', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yalvar', 'root': 'yalvarmak', 'type': 'Verb'}, {'input': 'yakar', 'root': 'yakmak', 'type': 'Verb'}, {'input': 'yakar', 'root': 'yakmak', 'type': 'Verb'}, {'input': 'yakar', 'root': 'yakarmak', 'type': 'Verb'}, {'input': '…', 'root': '…', 'type': 'Punctuation'}]"
Keder,"[{'input': 'Keder', 'root': 'keder', 'type': 'Noun'}]"
Gelince keder,"[{'input': 'Gelince', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'Gelince', 'root': 'gelin', 'type': 'Noun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}]"
İnsan olur heder,"[{'input': 'İnsan', 'root': 'insan', 'type': 'Adjective'}, {'input': 'İnsan', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'İnsan', 'root': 'insan', 'type': 'Noun'}, {'input': 'olur', 'root': 'olur', 'type': 'Adjective'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olur', 'type': 'Noun'}, {'input': 'olur', 'root': 'Olur', 'type': 'Noun'}, {'input': 'heder', 'root': 'heder', 'type': 'Noun'}]"
Zaman akar gider,"[{'input': 'Zaman', 'root': 'zaman', 'type': 'Noun'}, {'input': 'akar', 'root': 'akmak', 'type': 'Verb'}, {'input': 'akar', 'root': 'akmak', 'type': 'Verb'}, {'input': 'akar', 'root': 'akar', 'type': 'Noun'}, {'input': 'gider', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gidermek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gider', 'type': 'Noun'}]"
Dertler yakar gider.,"[{'input': 'Dertler', 'root': 'dert', 'type': 'Noun'}, {'input': 'Dertler', 'root': 'dert', 'type': 'Noun'}, {'input': 'yakar', 'root': 'yakmak', 'type': 'Verb'}, {'input': 'yakar', 'root': 'yakmak', 'type': 'Verb'}, {'input': 'yakar', 'root': 'yakarmak', 'type': 'Verb'}, {'input': 'gider', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gidermek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gider', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Sevdiğin sana küserse,"[{'input': 'Sevdiğin', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'Sevdiğin', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'Sevdiğin', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'sana', 'root': 'sanmak', 'type': 'Verb'}, {'input': 'sana', 'root': 'san', 'type': 'Noun'}, {'input': 'sana', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'sana', 'root': 'Sana', 'type': 'Noun'}, {'input': 'küserse', 'root': 'küsmek', 'type': 'Verb'}]"
daim seni üzerse,"[{'input': 'daim', 'root': 'daim', 'type': 'Adjective'}, {'input': 'daim', 'root': 'daim', 'type': 'Adverb'}, {'input': 'daim', 'root': 'Daim', 'type': 'Noun'}, {'input': 'seni', 'root': 'se', 'type': 'Noun'}, {'input': 'seni', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'üzerse', 'root': 'üzmek', 'type': 'Verb'}, {'input': 'üzerse', 'root': 'Üzer', 'type': 'Noun'}]"
Canı isteyince sana gülerse,"[{'input': 'Canı', 'root': 'Can', 'type': 'Noun'}, {'input': 'Canı', 'root': 'Can', 'type': 'Noun'}, {'input': 'Canı', 'root': 'can', 'type': 'Noun'}, {'input': 'Canı', 'root': 'can', 'type': 'Noun'}, {'input': 'Canı', 'root': 'can', 'type': 'Adjective'}, {'input': 'Canı', 'root': 'can', 'type': 'Adjective'}, {'input': 'isteyince', 'root': 'istemek', 'type': 'Verb'}, {'input': 'sana', 'root': 'sanmak', 'type': 'Verb'}, {'input': 'sana', 'root': 'san', 'type': 'Noun'}, {'input': 'sana', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'sana', 'root': 'Sana', 'type': 'Noun'}, {'input': 'gülerse', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'gülerse', 'root': 'Gü', 'type': 'Noun'}, {'input': 'gülerse', 'root': 'Güler', 'type': 'Noun'}]"
Neye yarar güzelse.,"[{'input': 'Neye', 'root': 'Ne', 'type': 'Noun'}, {'input': 'Neye', 'root': 'ne', 'type': 'Pronoun'}, {'input': 'Neye', 'root': 'ne', 'type': 'Noun'}, {'input': 'Neye', 'root': 'ney', 'type': 'Noun'}, {'input': 'Neye', 'root': 'ne', 'type': 'Adjective'}, {'input': 'yarar', 'root': 'yarar', 'type': 'Adjective'}, {'input': 'yarar', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'yarar', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'yarar', 'root': 'yaramak', 'type': 'Verb'}, {'input': 'yarar', 'root': 'yaramak', 'type': 'Verb'}, {'input': 'yarar', 'root': 'yarar', 'type': 'Noun'}, {'input': 'güzelse', 'root': 'güzel', 'type': 'Adjective'}, {'input': 'güzelse', 'root': 'güzel', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Bülent Albayrak,"[{'input': 'Bülent', 'root': 'Bülent', 'type': 'Noun'}, {'input': 'Albayrak', 'root': 'Albayrak', 'type': 'Noun'}]"
"Hased, öfke, kıskançlık, kin keder","[{'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'öfke', 'root': 'öfke', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kıskançlık', 'root': 'kıskanç', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kin', 'root': 'kin', 'type': 'Noun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}]"
Hepsini toplasan beş kuruş eder,"[{'input': 'Hepsini', 'root': 'hepsi', 'type': 'Pronoun'}, {'input': 'toplasan', 'root': 'toplamak', 'type': 'Verb'}, {'input': 'beş', 'root': 'beş', 'type': 'Numeral'}, {'input': 'kuruş', 'root': 'kuruş', 'type': 'Noun'}, {'input': 'kuruş', 'root': 'kurmak', 'type': 'Verb'}, {'input': 'eder', 'root': 'etmek', 'type': 'Verb'}, {'input': 'eder', 'root': 'etmek', 'type': 'Verb'}, {'input': 'eder', 'root': 'eder', 'type': 'Noun'}]"
Gece soğuk sessiz,"[{'input': 'Gece', 'root': 'gece', 'type': 'Adverb'}, {'input': 'Gece', 'root': 'Ge', 'type': 'Noun'}, {'input': 'Gece', 'root': 'ge', 'type': 'Noun'}, {'input': 'Gece', 'root': 'gece', 'type': 'Noun'}, {'input': 'soğuk', 'root': 'soğuk', 'type': 'Adjective'}, {'input': 'soğuk', 'root': 'soğuk', 'type': 'Adverb'}, {'input': 'soğuk', 'root': 'soğuk', 'type': 'Noun'}, {'input': 'sessiz', 'root': 'sessiz', 'type': 'Adverb'}, {'input': 'sessiz', 'root': 'sessiz', 'type': 'Noun'}, {'input': 'sessiz', 'root': 'ses', 'type': 'Noun'}, {'input': 'sessiz', 'root': 'Sess', 'type': 'Noun'}]"
Günü güne eklerim,"[{'input': 'Günü', 'root': 'gün', 'type': 'Noun'}, {'input': 'Günü', 'root': 'gün', 'type': 'Noun'}, {'input': 'Günü', 'root': 'günü', 'type': 'Noun'}, {'input': 'güne', 'root': 'gün', 'type': 'Noun'}, {'input': 'eklerim', 'root': 'eklemek', 'type': 'Verb'}, {'input': 'eklerim', 'root': 'ek', 'type': 'Noun'}, {'input': 'eklerim', 'root': 'ekler', 'type': 'Noun'}, {'input': 'eklerim', 'root': 'ek', 'type': 'Adjective'}, {'input': 'eklerim', 'root': 'ek', 'type': 'Noun'}, {'input': 'eklerim', 'root': 'ekler', 'type': 'Noun'}, {'input': 'eklerim', 'root': 'ek', 'type': 'Adjective'}]"
Çile çekmekle bitmez,"[{'input': 'Çile', 'root': 'çilemek', 'type': 'Verb'}, {'input': 'Çile', 'root': 'çil', 'type': 'Noun'}, {'input': 'Çile', 'root': 'çile', 'type': 'Noun'}, {'input': 'Çile', 'root': 'çil', 'type': 'Adjective'}, {'input': 'çekmekle', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'bitmez', 'root': 'bitmek', 'type': 'Verb'}, {'input': 'bitmez', 'root': 'bitmek', 'type': 'Verb'}]"
yarını beklerim,"[{'input': 'yarını', 'root': 'yar', 'type': 'Noun'}, {'input': 'yarını', 'root': 'yar', 'type': 'Noun'}, {'input': 'yarını', 'root': 'yarı', 'type': 'Noun'}, {'input': 'yarını', 'root': 'yarın', 'type': 'Noun'}, {'input': 'yarını', 'root': 'yarın', 'type': 'Noun'}, {'input': 'yarını', 'root': 'yarı', 'type': 'Adjective'}, {'input': 'beklerim', 'root': 'beklemek', 'type': 'Verb'}, {'input': 'beklerim', 'root': 'bek', 'type': 'Noun'}, {'input': 'beklerim', 'root': 'bek', 'type': 'Adjective'}, {'input': 'beklerim', 'root': 'bek', 'type': 'Noun'}, {'input': 'beklerim', 'root': 'bek', 'type': 'Adjective'}]"
güzelin hasretinden,"[{'input': 'güzelin', 'root': 'güzel', 'type': 'Noun'}, {'input': 'güzelin', 'root': 'güzel', 'type': 'Noun'}, {'input': 'güzelin', 'root': 'güzel', 'type': 'Adjective'}, {'input': 'güzelin', 'root': 'güzel', 'type': 'Adjective'}, {'input': 'hasretinden', 'root': 'hasret', 'type': 'Noun'}, {'input': 'hasretinden', 'root': 'hasret', 'type': 'Noun'}, {'input': 'hasretinden', 'root': 'Hasret', 'type': 'Noun'}, {'input': 'hasretinden', 'root': 'Hasret', 'type': 'Noun'}]"
olacak hallerim,"[{'input': 'olacak', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olacak', 'root': 'olmak', 'type': 'Verb'}, {'input': 'hallerim', 'root': 'hal', 'type': 'Noun'}, {'input': 'hallerim', 'root': 'hal', 'type': 'Noun'}, {'input': 'hallerim', 'root': 'hâl', 'type': 'Noun'}, {'input': 'hallerim', 'root': 'hal', 'type': 'Noun'}, {'input': 'hallerim', 'root': 'hal', 'type': 'Noun'}, {'input': 'hallerim', 'root': 'hâl', 'type': 'Noun'}]"
Başımı taşlara vurup,"[{'input': 'Başımı', 'root': 'baş', 'type': 'Noun'}, {'input': 'taşlara', 'root': 'taş', 'type': 'Noun'}, {'input': 'taşlara', 'root': 'taş', 'type': 'Adjective'}, {'input': 'vurup', 'root': 'vurmak', 'type': 'Verb'}]"
"Kahrolurum, yanarım","[{'input': 'Kahrolurum', 'root': 'kahrolmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yanarım', 'root': 'yanmak', 'type': 'Verb'}, {'input': 'yanarım', 'root': 'Yanar', 'type': 'Noun'}, {'input': 'yanarım', 'root': 'Yanar', 'type': 'Noun'}]"
Keder keder üstüne,"[{'input': 'Keder', 'root': 'keder', 'type': 'Noun'}, {'input': 'keder', 'root': 'keder', 'type': 'Noun'}, {'input': 'üstüne', 'root': 'üstüne', 'type': 'Adverb'}, {'input': 'üstüne', 'root': 'üst', 'type': 'Noun'}, {'input': 'üstüne', 'root': 'üst', 'type': 'Noun'}, {'input': 'üstüne', 'root': 'Üstün', 'type': 'Noun'}, {'input': 'üstüne', 'root': 'üstün', 'type': 'Noun'}, {'input': 'üstüne', 'root': 'üst', 'type': 'Adjective'}, {'input': 'üstüne', 'root': 'üst', 'type': 'Adjective'}, {'input': 'üstüne', 'root': 'üstün', 'type': 'Adjective'}]"
Elini tutsa ellerim,"[{'input': 'Elini', 'root': 'el', 'type': 'Noun'}, {'input': 'Elini', 'root': 'el', 'type': 'Noun'}, {'input': 'tutsa', 'root': 'tutmak', 'type': 'Verb'}, {'input': 'tutsa', 'root': 'Tut', 'type': 'Noun'}, {'input': 'ellerim', 'root': 'ellemek', 'type': 'Verb'}, {'input': 'ellerim', 'root': 'el', 'type': 'Noun'}, {'input': 'ellerim', 'root': 'el', 'type': 'Noun'}]"
